,보관소(대여소)명,자치구,상세주소,위도,경도,shortest_road,법정동,shortest_subway,shortest_subway_meter,public_place_in_100m,shortest_bus,shortest_bus_meter
1972, 이수역9번출구,동작구, 동작구 사당동 147-141,37.48470306,126.9805908,사당로,사당동,총신대입구,212.8,3,이수역,11.7
1973,흑석한강푸르지오(110동),동작구, 동작구 흑석동 336-7,37.50311279,126.9647141,서달로10라길,흑석동,흑석,634.1,0,푸르지오상가,11.0
1974,상도SH빌아파트 입구,동작구, 동작구 상도로53길 70,37.50321198,126.9545975,상도로47사길,상도동,상도,592.8,1,상도SH빌아파트상도팰리스후문,28.1
1975,숭실대학교(중문),동작구, 동작구 상도동 512-10,37.49550629,126.9563751,상도로61길,상도동,숭실대입구,233.1,1,숭실대정문앞,72.0
1976,경문고등학교 앞,동작구, 동작구 동작동 산1-13,37.49150085,126.9824066,동작대로,사당동,총신대입구,582.5,0,경문고교.배나무골앞,15.2
1977,서울특별시 동작관악교육지원청,동작구,동작구 상도2동175-1,37.50251389,126.9406509,장승배기로10가길,상도동,장승배기,296.0,0,현대아이파크,109.7
1978, 상도효성해링턴플레이스,동작구,상도동25-41(마을버스정류소20803 옆),37.50543213,126.9415131,장승배기로10길,상도동,장승배기,217.2,0,상도감리교회,7.1
1979, 흑석동효사정앞,동작구,흑석동143-57,37.51120377,126.9612808,현충로2길,흑석동,흑석,345.0,0,흑석동효사정앞,26.1
1980, 노량진근린공원,동작구,여의대방로36길71,37.50680542,126.9285049,여의대방로36길,대방동,대방,749.4,0,숭의여중고교.공군항공안전단,123.3
1981, 노량진1동 청소년독서실,동작구,만양로3길 8,37.50785828,126.9471359,만양로,노량진동,상도,561.8,0,우성아파트,51.3
1982, 구로교 아래,동작구,신대방동 702-2,37.48500824,126.9035034,시흥대로,신대방동,구로디지털단지,188.1,0,구로디지털단지역,139.6
1983, 신대방삼거리,동작구,보라매로 99,37.49845505,126.9279785,보라매로,신대방동,신대방삼거리,140.8,0,신대방삼거리역.성대시장,25.8
1984, 우성아파트 앞,동작구,시흥대로 676,37.49157715,126.9088135,신대방16다길,신대방동,신대방,596.3,0,강남성심병원.대림성모병원,73.0
1985, 중대후문 마을버스정류장,동작구,양녕로 282,37.50444412,126.9502564,양녕로,상도1동,상도,273.8,1,중대후문입구,15.2
1986, 대방역2번출구,동작구,서울특별시 동작구노량진로10,37.51262665,126.9274139,여의대방로54길,대방동,대방,120.9,0,대방역2번출구앞,22.9
1987, 롯데캐슬 101동 앞,동작구,동작구 상도동 159-250,37.50157547,126.9459076,양녕로34가길,상도동,상도,225.5,0,밤골터널.상도역롯데캐슬파크엘,26.4
1988, 이수성결교회 옆,동작구,동작구 동작동 산 28-4,37.49814987,126.9836884,동작대로,동작동,구반포,480.7,0,갯마을앞,73.9
1989, 보라매공원역 2번출구,동작구,동작구 신대방동  385-18,37.49582291,126.9178162,여의대방로16길,신대방동,보라매,505.3,0,보라매공원입구,27.7
1990, 보라매병원역 1번출구,동작구,동작구 신대방동 395-61,37.49308014,126.9238358,보라매로5길,신대방동,보라매,811.8,1,서울특별시.보라매병원,68.6
1991, 흑석동주민센터 입구,동작구,흑석동 25-21,37.50682831,126.9667358,현충로8길,흑석동,흑석,343.7,0,흑석동명수대현대아파트,55.3
1992, 봉림교 교통섬,관악구,서울특별시 관악구 관천로 52,37.48408508,126.9268875,남부순환로,신림동,신림,250.4,2,봉림교,44.3
1993, 신림동 우방아파트,관악구,서울특별시 관악구 관천로27길 2,37.4891777,126.9192734,관천로27길,신림동,신대방,574.1,0,우방아파트,6.6
1994, 사당역 5번출구,관악구,서울특별시 동작구 남부순환로 지하 2089,37.47608948,126.9813309,남현1길,남현동,사당,58.1,0,사당역4번출구,60.9
1995, 미성동 신림체육센터,관악구,서울특별시 관악구 난곡로 295,37.48025131,126.9146042,난곡로57길,신림동,신대방,810.6,1,신림청소년독서실.신림체육센터,8.8
1996, 세이브마트,관악구,서울특별시 관악구 난곡로 210,37.47372818,126.9184036,난곡로,신림동,신대방,1593.6,2,세이브마트앞,22.6
1997, 도림천 신화교,관악구,서울특별시 관악구 신림로 40,37.4754715,126.9364548,신림로,신림동,봉천,903.4,0,서림동주민센터.신화단지,9.3
1998, 은천치안센터,관악구,서울특별시 관악구 봉천로 375,37.48334122,126.9431992,봉천로,봉천동,봉천,158.7,0,봉천역6번출구,25.3
1999, 은천로입구 가로공원,관악구,서울특별시 양천구 가로공원로 지하 133,37.48622513,126.9358292,봉천로,봉천동,신림,585.6,0,은천교,1.2
2000, 조원동 미성아파트,관악구,서울특별시 관악구 시흥대로 560,37.48319244,126.9020309,시흥대로,신림동,구로디지털단지,236.8,2,구로디지털단지역,47.4
2001, 서울대입구역 1번출구,관악구,서울특별시 관악구 남부순환로 1830,37.48086929,126.9533157,남부순환로,봉천동,서울대입구,66.0,1,서울대입구역,79.3
2002, 서울대입구역 마에스트로,관악구,서울특별시 관악구 남부순환로 지하 1822,37.4813385,126.9506455,관악로17길,봉천동,서울대입구,185.4,2,서울대입구역5번출구,45.8
2003, 관악동작견인차량보관소,관악구,서울특별시 관악구 신사로 7,37.4846611,126.9039002,조원로,신림동,구로디지털단지,231.0,0,구로디지털단지역,97.9
2004, 관악구시설관리공단,관악구,서울특별시 관악구 남부순환로 1369,37.47991562,126.9028397,남부순환로,신림동,구로디지털단지,607.3,1,모두의학교.금천문화예술정보학교,141.5
2005, 에이스에이존빌딩,관악구,서울특별시 관악구 남부순환로 지하 1822,37.48170471,126.9508286,봉천로,봉천동,서울대입구,176.4,1,서울대입구역5번출구,18.5
2006, 중앙동 동진빌딩,관악구,서울특별시 관악구 관악로 217,37.48425674,126.9546967,관악로25길,봉천동,서울대입구,376.3,1,관악프라자,75.6
2007, 낙성대로 입구,관악구,서울특별시 관악구 남부순환로 1889,37.47805786,126.960495,남부순환로,봉천동,낙성대,309.3,0,낙성대입구,42.0
2008, 난곡종점,관악구,서울특별시 관악구 난곡로 99,37.46488571,126.9194794,난곡로,신림동,신림,2327.1,0,보성운수차고지맞은편,30.6
2009, 관악구청교차로,관악구,서울특별시 관악구 관악로 153,37.47916412,126.9525833,관악로,봉천동,서울대입구,231.6,1,관악구청,52.4
2010, 낙성대 과학전시관,관악구,서울특별시 관악구 낙성대로 101,37.46905518,126.9581451,낙성대로15길,봉천동,낙성대,1002.4,0,서울과학전시관,39.1
2011, 영어마을 관악캠프,관악구,서울특별시 관악구 낙성대로 70,37.47198868,126.9584274,낙성대로,봉천동,낙성대,719.5,0,낙성대공원.관악복합평생교육센터,28.2
2012, 신림역 5번출구,관악구,서울특별시 관악구 남부순환로 지하 1614,37.48440933,126.9289093,남부순환로,신림동,신림,74.9,4,신림역4번출구,56.4
2013, 신림역 8번출구,관악구,서울특별시 관악구 신림로 340,37.48450851,126.930069,신림로,신림동,신림,46.3,8,신림역,12.0
2014, KT&G 관악지점,관악구,서울특별시 관악구 남부순환로 1675,37.48490143,126.9365311,남부순환로,봉천동,봉천,551.6,0,KT&G관악지점,54.4
2015, 서울신성초등학교,관악구,서울특별시 관악구 신림로 114,37.4711647,126.9370194,신림로18길,신림동,봉천,1315.4,0,신성초등학교,27.0
2016, 신림1교 교차로,관악구,서울특별시 관악구 신림로 270,37.47842789,126.9318619,서원2길,신림동,신림,668.3,0,서원동문화교앞,52.5
2017, 미림여고입구 교차로,관악구,서울특별시 관악구 신림로 137,37.47229385,126.9334106,신림로,신림동,신림,1361.4,0,삼성동시장입구,51.8
2018, 서울산업정보학교,관악구,서울특별시 관악구 신림로 67,37.4706955,126.9421997,서림11가길,신림동,봉천,1295.1,0,서울산업정보학교.삼성교,20.3
2019, 난우길입구,관악구,서울특별시 관악구 문성로 115,37.47777557,126.9167557,문성로,신림동,신대방,1121.4,0,신림고등학교,23.4
2020, 은천초등학교 육교,관악구,서울특별시 관악구 은천로 69,37.48635864,126.9429245,은천로,봉천동,봉천,452.9,0,은천초등학교,53.0
2021, 낙성대역 3번출구 뒤,관악구,서울특별시 관악구 남부순환로 지하 1928,37.47702789,126.9633942,남부순환로,봉천동,낙성대,28.6,0,낙성대역,114.4
2022, 신림푸르지오아파트,관악구,서울특별시 금천구 남부순환로 1428,37.48072052,126.9093247,남부순환로,신림동,신대방,821.1,2,관악구보훈회관.신림푸르지오,51.0
2023, 인헌초교,관악구,서울특별시 관악구 봉천동 244-1 ,37.47509003,126.9592285,낙성대로3길,봉천동,낙성대,444.6,0,낙성대현대아파트,25.1
2024, 관악우체국,관악구,서울특별시 관악구 남부순환로 1641,37.48476791,126.9328766,신림로64길,신림동,신림,286.6,1,관악우체국(양지병원),26.3
2025, JK장평타워,관악구,서울특별시 관악구 남부순환로 1943,37.47648239,126.9653626,남부순환로247길,봉천동,낙성대,155.8,0,서울미술고.인헌중고,17.1
2026, 낙성대역 1번출구,관악구,서울특별시 관악구 남부순환로 1944,37.47629547,126.9649582,봉천로,봉천동,낙성대,132.2,0,낙성대역,9.5
2027, 봉천역 2번출구,관악구,서울특별시 관악구 남부순환로 1728,37.48218918,126.942131,장군봉1길,봉천동,봉천,28.5,0,봉천역,36.9
2028, 조원동 강남힐병원,관악구,서울특별시 관악구 남부순환로 1451,37.48152924,126.9120331,남부순환로,신림동,신대방,665.8,1,관악구보훈회관.신림푸르지오,72.6
2029, 서울대입구역 5번출구,관악구,서울특별시 관악구 남부순환로 1817,37.48154831,126.9520035,봉천로,봉천동,서울대입구,73.1,2,중앙동주민센터,52.0
2030, 나들목공원,관악구,서울특별시 관악구 신림로 41,37.46940613,126.9445114,신림로3길,신림동,봉천,1456.5,0,신림중.삼성고.관악아트홀?도서관,116.7
2031, 당곡사거리,관악구,서울특별시 관악구 보라매로 3,37.48974991,126.9274674,신림로73길,봉천동,신림,647.1,1,롯데백화점관악점,49.5
2032, 삼성디지털프라자관악점,관악구,서울특별시 관악구 신림로 386,37.48856354,126.9284821,신림로71길,신림동,신림,496.3,0,당곡사거리,31.2
2033, 신림동걷고싶은문화의거리입구,관악구,서울특별시 관악구 신림로 369,37.48730087,126.9287033,신림동길,신림동,신림,355.5,1,신림동별빛거리입구,78.5
2034, 보라매공원 보도육교,관악구,서울특별시 관악구 신사로 132,37.48899078,126.9163818,신사로,신림동,신대방,332.5,0,우방아파트,92.3
2035, 신대방역 2번 출구,관악구,신림동 신대방역 2번출구,37.48712921,126.9130173,신대방2길,신림동,신대방,38.7,0,신대방역,33.4
2036, 서울대학교 정문,관악구,서울특별시 관악구 관악로 1 서울대학교,37.46709442,126.9493256,신림로3길,신림동,서울대입구,1599.5,1,서울대학교,42.3
2037, 양녕로 입구,관악구,남부순환로 1761,37.48218918,126.9461594,남부순환로,봉천동,봉천,377.9,0,신협,116.7
2038, 동방1교,관악구,신림로 144,37.47182846,126.9339218,신림로,신림동,신림,1422.7,1,삼성동시장입구,62.8
2039, 구암초등학교 버스정류장,관악구,관악구 봉천동 490-9,37.48949051,126.9459229,양녕로,봉천동,봉천,867.8,0,은천동벽산블루밍아파트105동,14.5
2040, 대학동 고시촌,관악구,서울특별시 관악구 신림로 97 밀라트,37.47046661,126.938652,신림로,신림동,봉천,1351.0,0,신림2동차고지,40.2
2041, 낙성대입구삼거리,관악구,남부순환로 1889,37.4788208,126.95961,남부순환로237길,봉천동,낙성대,417.7,0,낙성대입구,8.6
2042, 현대시장사거리,관악구,은천로 110,37.4867363,126.9475174,양녕로10길,봉천동,봉천,695.2,2,현대시장앞,25.9
2043, 봉천역 4번출구,관악구,남부순환로 1719,37.48275375,126.9414063,봉천로,봉천동,봉천,61.1,1,봉천역,46.5
2044,도원맨션,관악구,남부순환로 1699,37.48368835,126.9391556,남부순환로,봉천동,봉천,283.3,1,봉천역,144.9
2045,대학동주민센터,관악구,신림로 115,37.47068787,126.9364853,대학2길,신림동,봉천,1381.1,0,대학동고시촌입구,10.7
2046,은천교회,관악구,남부순환로 1654,37.48464584,126.9345093,봉천로,신림동,신림,426.9,0,관악우체국,79.5
2047, 봉천역 3번출구,관악구,남부순환로 1700,37.4833107,126.9390259,장군봉2길,봉천동,봉천,274.5,1,봉천역,157.0
2048,사랑의병원,관악구,남부순환로 1868,37.47946548,126.9569321,봉천로,봉천동,서울대입구,420.3,2,행운동주민센터,42.4
2049,신봉천주유소 A,관악구,남부순환로 1884,37.47877121,126.9586945,남부순환로,봉천동,낙성대,487.1,0,낙성대입구,59.8
2050,낙성대역 8번 출구,관악구,남부순환로 1939,37.47677612,126.9648666,남부순환로245길,봉천동,낙성대,105.2,0,낙성대역,50.5
2051,서울신우초등학교,관악구,호암로 498,37.46214676,126.931778,밤골길,신림동,신림,2454.5,0,신우초등학교,33.3
2052,봉천고개 육교,관악구,관악로 306,37.4912262,126.9560776,청림3다길,봉천동,숭실대입구,569.1,0,봉현초등학교,56.6
2053,영락고등학교,관악구,청룡16길 25,37.47662735,126.9436417,청룡16길,봉천동,봉천,655.0,1,금성마트용천사,192.1
2054,서울대입구역 4번 출구,관악구,참숯5길 7,37.48122025,126.9515762,봉천로,봉천동,서울대입구,102.9,2,서울대학교입구전철역,43.4
2055, 남서울중학교,관악구,남부순환로1537,37.48313141,126.9213562,남부순환로,신림동,신림,748.8,0,남서울중학교.성보중고등학교,63.3
2056, 낙성대공원,관악구,낙성대로70 맞은편,37.47183609,126.9586182,낙성대로,봉천동,낙성대,721.9,0,낙성대공원.관악복합평생교육센터,37.4
2057, 낙성대 교수아파트,관악구,낙성대로101 맞은편,37.46895981,126.9576569,낙성대로,봉천동,낙성대,1033.2,0,서울과학전시관,40.1
2058, 관악우체국 교차로,관악구,남부순환로1653,37.48497391,126.934372,봉천로,봉천동,신림,420.7,0,관악우체국,41.7
2059, 관악구민체육센터,관악구,낙성대로3길37,37.47288132,126.9600372,낙성대로3길,봉천동,낙성대,553.6,0,낙성대공원.관악복합평생교육센터,145.9
2060, 신봉천주유소 B,관악구,남부순환로 1880,37.47888184,126.9584198,남부순환로,봉천동,낙성대,514.3,0,낙성대입구,75.4
2061,신사로입구,관악구,관천로91,37.48675156,126.9227219,조원로,신림동,신림,680.2,0,남부초교후문,51.0
2062, KT관악지점,관악구,남부순환로1774,37.48163223,126.9471893,남부순환로,봉천동,봉천,475.5,0,KT관악지점,38.3
2063, 낙성대역 5번출구,관악구,남부순환로1921,37.47752762,126.9627686,솔밭로,봉천동,낙성대,105.3,0,낙성대역,39.8
2064, 난곡사거리,관악구,남부순환로1483,37.48204803,126.9152451,남부순환로,신림동,신대방,628.8,1,난곡입구,37.3
2065, 광일빌딩,관악구,남부순환로 2054,37.47639847,126.9768372,남부순환로,남현동,사당,429.1,4,남서울농협남현동지점,41.1
2066, 관악 GSfresh,관악구,서울 관악구 쑥고개로 111,37.47909164,126.9494171,쑥고개로,봉천동,서울대입구,378.9,0,관악구청,92.0
2067, 은천교회 앞,관악구,서울 관악구 신림동 458,37.48857117,126.9213867,관천로21길,신림동,신대방,738.9,0,은천성결교회,17.2
2068, 서울대벤처타운역,관악구,신림동 110-10,37.4722023,126.9339066,신림로,신림동,신림,1382.3,0,삼성동시장입구,72.5
2069, 은천삼거리,관악구,관악로 227-1,37.48506546,126.9554596,관악로,봉천동,서울대입구,487.3,0,봉원중학교.행운동우성아파트,40.3
2070, 본마을 정류소 앞,서초구,서울특별시 서초구 본마을2길 2,37.4532814,127.0514832,청계산로,신원동,청계산입구,768.6,0,본마을,6.3
2071,청계산입구역 1번출구,서초구,서울특별시 서초구 청계산로 지하 179,37.44893646,127.0543747,청계산로9길,신원동,청계산입구,222.9,0,청계산입구역,45.5
2072, 청계산입구역 2번출구,서초구,서울특별시 서초구 청계산로 지하 179,37.44765854,127.0550156,원터길,원지동,청계산입구,75.9,0,서초포레스타7단지,80.7
2073, 내곡3단지 어린이공원 앞,서초구,서울특별시 서초구 청계산로9길 76,37.45375061,127.0593796,헌릉로8길,내곡동,청계산입구,796.8,1,서초포레스타3단지후문,35.9
2074, 언남초등학교 앞,서초구,서울특별시 서초구 헌릉로8길 42,37.45435715,127.0621033,헌릉로8길,내곡동,청계산입구,976.6,0,언남초등학교,45.3
2075, 내곡파출소 뒤 정자,서초구,서울특별시 서초구 헌릉로 226,37.45440674,127.0649262,홍씨마을길,내곡동,청계산입구,1144.3,1,안골마을,102.1
2076, 반포1동 주민센터 앞,서초구,서울특별시 서초구 사평대로 지하 285,37.50509644,127.0131073,사평대로45길,반포동,사평,214.4,0,사평역,91.6
2077, 서초구립반포도서관 앞,서초구,서울특별시 서초구 고무래로 34,37.50263596,127.0123138,서초중앙로33길,반포동,사평,313.3,3,서초구립반포도서관.반포리체,16.3
2078,서초현대4차아파트 201동 맞은편,서초구,서울특별시 서초구 고무래로 94,37.50065231,127.0186157,고무래로,반포동,사평,493.6,0,서초래미안아파트정문,42.0
2079, 고속터미널역 5번출구 앞,서초구,서울특별시 서초구 신반포로 지하 188,37.5022316,127.0022583,사평대로,반포동,고속터미널,371.8,0,팔래스호텔,129.7
2080, 신반포역 2번출구 앞,서초구,서울특별시 서초구 신반포로 지하 105,37.50411606,126.9974899,신반포로19길,반포동,신반포,158.7,0,반포2동주민센터,48.4
2081, 반포종합운동장 입구,서초구,서울특별시 서초구 신반포로16길 30,37.5017128,126.9954758,신반포로16길,반포동,신반포,193.1,0,삼성래미안,104.9
2082,아크로리버뷰 부지 앞,서초구,서초구 잠원동 78,37.51304626,127.0059586,신반포로23길,잠원동,잠원,466.3,0,잠원성당,100.7
2083," 고속터미널역 8-1번, 8-2번 출구 사이",서초구,서울특별시 서초구 신반포로 지하 188,37.50619888,127.0039444,신반포로,잠원동,고속터미널,177.6,1,강남고속버스터미널,14.6
2084, 방일초교 마을버스 정류장,서초구,서울특별시 서초구 방배로 110,37.48561096,126.9946823,효령로31길,방배동,내방,245.6,0,방일초교,34.9
2085,사당역 12번출구 뒤,서초구,서울특별시 동작구 동작대로 지하 3,37.47806931,126.9820328,방배천로,방배동,사당,173.6,1,사당역12번출구,26.4
2086, 방배래미안 정문 앞,서초구,서울특별시 서초구 남부순환로 2183,37.47261047,126.9830093,과천대로,방배동,사당,450.5,0,남현동홈플러스앞,49.9
2087,백석예술대학교 제3캠퍼스 앞,서초구,서울특별시 서초구 방배로9길 23,37.4737587,126.9952469,남부순환로297길,방배동,방배,876.0,0,성뒤마을.교육연수원,54.3
2088, 신동아럭스빌아파트 앞,서초구,서울특별시 서초구 방배로1길 9,37.47518158,127.0013886,남부순환로,방배동,방배,770.0,0,방배그랑자이아파트,51.4
2089,방배열린문화센터 앞,서초구,서울특별시 서초구 서초대로 지하 103,37.48905182,126.9925232,방배로,방배동,내방,181.6,2,방배열린문화센터.가야치과병원,36.3
2090,뒷벌공원 옆,서초구,서울특별시 서초구 방배중앙로 131,37.48976898,126.986763,방배중앙로19길,방배동,총신대입구,574.2,1,노인정,58.9
2091,로고스교회 맞은 편,서초구,서울특별시 서초구 방배천로 126,37.48701096,126.9849625,방배천로,방배동,총신대입구,275.8,0,서문여고,47.1
2092,이수역 4번 출구,서초구,서울특별시 동작구 사당로 지하 310,37.4858284,126.9826279,서초대로,방배동,총신대입구,74.3,2,이수역4번출구,35.6
2093, 삼성타운(삼성생명) A동 맞은편,서초구,서울특별시 서초구 서초대로 405,37.49691391,127.0249634,서운로,서초동,강남,263.6,1,롯데칠성,89.5
2094, 서초신동아1차아파트 옆,서초구,서울특별시 서초구 효령로36길 22,37.49111176,127.0229569,효령로67길,서초동,강남,803.7,0,창신교회앞.서리풀노리학교,155.6
2095,KT 서초지사 앞,서초구,서울특별시 서초구 사평대로 73,37.48215866,127.0027008,효령로,방배동,방배,458.8,0,신동아아파트앞,73.6
2096,서울남부터미널 대합실 입구,서초구,서울특별시 서초구 서초중앙로 지하 31,37.48455811,127.0148697,효령로,서초동,남부터미널,127.1,1,남부터미널.한일시멘트,47.3
2097,교대역 6번출구,서초구,서울특별시 서초구 서초대로 지하 294,37.49421692,127.0137863,서초중앙로,서초동,교대,92.7,1,교대역6번출구,6.6
2098,양재전화국 사거리,서초구,서울특별시 강남구 논현로 201,37.48537827,127.0417023,남부순환로364길,양재동,매봉,480.7,0,양재전화국,76.8
2099,양재역 11번 출구 앞,서초구,서울특별시 서초구 남부순환로 지하 2585,37.48398972,127.0341797,남부순환로348길,서초동,양재,43.6,2,양재역.환승주차장,28.9
2100,서울가정법원,서초구,서울특별시 서초구 강남대로 193,37.48149109,127.0367279,강남대로,양재동,양재,348.3,0,양재역.서초문화예술회관,49.2
2101,교육개발원입구 교차로,서초구,서울특별시 서초구 바우뫼로1길 35,37.47785187,127.0389099,강남대로,양재동,양재,794.6,0,교육개발원입구,14.0
2102,양재초등학교 맞은편,서초구,서울특별시 서초구 바우뫼로18길 14,37.47361374,127.03051,바우뫼로18길,양재동,양재시민의숲,805.2,0,KT삼거리,160.6
2103, 서울시 품질시험소 앞,서초구,서울특별시 서초구 태봉로 131,37.46920013,127.029007,바우뫼로2길,우면동,양재시민의숲,837.7,0,KT연구개발센터정문,177.5
2104,섬들근린공원,서초구,서울특별시 서초구 태봉로2길 24,37.46263885,127.026619,태봉로2길,우면동,양재시민의숲,1327.2,1,성촌마을입구.우면초등학교,250.1
2105, 서초리슈빌S 글로벌 앞,서초구,서울특별시 서초구 양재대로2길 8,37.45995331,127.0247421,태봉로,우면동,양재시민의숲,1647.2,1,LH서초아파트,55.1
2106, 우솔초등학교 맞은편,서초구,서울특별시 서초구 양재대로2길 74,37.45623398,127.0193481,양재대로,우면동,경마공원,1704.9,0,서초힐스아파트,12.0
2107, 서초유치원 맞은편,서초구,서울특별시 서초구 양재대로2길 74,37.4557991,127.0162888,양재대로2길,우면동,경마공원,1516.9,0,서초호반써밋,106.9
2108, 더케이호텔 입구(양재2),서초구,서울특별시 서초구 바우뫼로12길 70,37.46750641,127.0344772,매헌로14길,양재동,양재시민의숲,446.8,0,더케이호텔정문,26.4
2109, 잔디마을 마을버스 정류장,서초구,서울특별시 서초구 매헌로 16,37.46332169,127.0360413,양재대로,양재동,양재시민의숲,773.0,1,잔디마을,75.1
2110,시민의숲역 1번출구 옆,서초구,서울특별시 서초구 매헌로 지하 116,37.47016525,127.03862,강남대로16길,양재동,양재시민의숲,23.7,0,AT센터,54.7
2111,양재동 꽃시장 입구,서초구,서울특별시 서초구 강남대로 27,37.46768951,127.0403595,강남대로8길,양재동,양재시민의숲,310.7,0,AT센터.양재꽃시장,129.0
2112, 청계산 입구 삼거리,서초구,서울특별시 서초구 청계산로 10,37.46268845,127.0461121,청계산로,양재동,양재시민의숲,1061.0,0,꽃마을,223.3
2113,구룡사 삼거리,서초구,서울특별시 강남구 논현로2길 22,37.47153854,127.0505905,논현로6길,양재동,양재시민의숲,1089.7,0,구룡사입구,21.8
2114, 잠원역 3번-4번 출구사이,서초구,서울특별시 서초구 잠원로4길 지하 46,37.51298904,127.0111771,잠원로4길,잠원동,잠원,25.8,1,잠원역,25.5
2115, 한신16차아파트 119동 앞,서초구,서울특별시 서초구 나루터로4길 60,37.5161972,127.0092087,잠원로,잠원동,잠원,421.0,0,잠원한신아파트,84.7
2116, 바우뫼문화복지회관,서초구,서울특별시 서초구 바우뫼로 43,37.47192764,127.0268402,바우뫼로9길,우면동,양재시민의숲,1045.9,1,코오롱아파트,105.2
2117, 이수역 1번출구,서초구,서울특별시 서초구 동작대로 134,37.48897171,126.9827194,동작대로,방배동,총신대입구,307.5,1,총신대입구역.남성시장입구앞,94.5
2118, 이수고가차도 남단,서초구,서울특별시 서초구 동작대로 204 청남빌딩,37.49474335,126.9830627,동작대로,방배동,구반포,826.1,1,정금마을.방배경찰서,69.1
2119, 서초역 3번출구,서초구,서울특별시 서초동 1748-14,37.49053955,127.0081635,서초대로40길,서초동,서초,152.2,0,서초역3번출구,39.8
2120, 서초4동주민센터,서초구,서울특별시 서초동 1389,37.50231934,127.0222702,서운로26길,서초동,신논현,353.3,1,서초푸르지오써밋,65.1
2121, 주홍교 하부,서초구,서울특별시 잠원동 91-29,37.51034927,127.0160523,나루터로8길,잠원동,반포,452.0,0,논현역7번출구,282.0
2122, 서초포레스타 7단지,서초구,서울특별시 신원동 266,37.44896698,127.0577393,청계산로11길,신원동,청계산입구,267.8,0,청계산입구역,202.6
2123, 내방역 8번출구 앞,서초구,서울특별시 서초구 방배로 162,37.48802185,126.9941177,서초대로25길,방배동,내방,69.8,2,내방역1번출구,52.5
2124, 교대입구 교차로,서초구,서울특별시 서초동 1748-33,37.4873085,127.010582,반포대로20길,서초동,서초,561.2,0,서초유스센터,131.5
2125, 일동제약 사거리,서초구,서울특별시 양재동 67-12,37.47782898,127.038269,강남대로27길,양재동,양재,771.5,1,교육개발원입구,43.3
2126, 양재시민의숲역 3번출구,서초구,서울특별시 양재동 316-11,37.46965027,127.0396118,강남대로,양재동,양재시민의숲,113.3,1,양재2동주민센터.양재꽃시장,14.9
2127, 염곡치안센터 건너편,서초구,서울특별시 염곡동 260-1,37.46149445,127.0490723,헌릉로,염곡동,양재시민의숲,1335.7,0,염곡마을.서초50플러스센터,9.3
2128, 영동1교 (양재천근린공원),서초구,서울특별시 양재동 261-23,37.47438812,127.0389023,마방로2길,양재동,양재시민의숲,486.3,0,언남고교,123.1
2129, 길마중4교 하부,서초구,서울특별시 잠원동 84-3,37.51483917,127.0156021,나루터로,잠원동,신사,432.0,0,신반포13차아파트,237.9
2130, 교대역 5번출구뒤,서초구,서울특별시 서초구 서초중앙로 130,37.49361801,127.014183,서초중앙로,서초동,교대,24.3,4,교대역,49.2
2131, 서울서초고용센터앞,서초구,서울특별시 서초구 반포대로 43,37.48416138,127.0109711,남부순환로317길,서초동,남부터미널,471.1,0,서초아트자이아파트,112.0
2132, 연세사랑병원신관앞,서초구,서울특별시 서초구 효령로 10,37.47597885,126.9862824,남부순환로287길,방배동,사당,411.2,1,연세사랑병원,34.5
2133, 방배래미안아트힐 101동앞,서초구,서울특별시 서초구 남부순환로 2311-12,37.47720337,127.0058365,명달로,방배동,방배,866.5,0,방배동래미안아트힐.국립국악원,23.4
2134, 그룹한빌딩옆,서초구,서울특별시 서초구 서초대로 62,37.48652649,126.9891663,방배중앙로13길,방배동,내방,403.1,0,방배동고개,35.9
2135, CJ오쇼핑앞,서초구,서울특별시 서초구 과천대로 870-13,37.4681015,126.9868012,과천대로,방배동,남태령,512.7,0,남태령역,294.1
2136, LH서초3단지 301동 맞은편,서초구,서울특별시 서초구 양재대로2길 33,37.45742416,127.0226517,양재대로2길,우면동,경마공원,1991.1,0,LH3.4단지,62.7
2137, 탑성마을입구,서초구,서울특별시 서초구 탑성말길 2,37.4585495,127.0558853,탑성말1길,염곡동,청계산입구,1258.6,0,탑성마을,52.0
2138, 능안마을입구,서초구,서울특별시 서초구 능안말길 1-2,37.45561981,127.0671005,능안말1길,내곡동,청계산입구,1376.6,0,안골마을,262.5
2139, 안골마을입구,서초구,서울특별시 서초구 안골2길 3,37.45560837,127.0644531,안골2길,내곡동,청계산입구,1213.8,0,안골마을,58.5
2140, 남태령역 2번출구,서초구,서울특별시 서초구 과천대로 810,37.46429825,126.9885254,과천대로,방배동,남태령,71.6,0,전원마을.남태령역2번출구,134.0
2141, SPC 앞,서초구,서울특별시 서초구 남부순환로 2620,37.48479843,127.0369949,남부순환로354길,도곡동,양재,221.2,1,양재역4번출구,32.6
2142, 두상빌딩 앞,서초구,서울특별시 서초구 언남길 87,37.47590637,127.0462418,언남19길,양재동,양재시민의숲,951.4,0,동원산업,104.3
2143, 남부터미널역 1번출구,서초구,서울특별시 서초구 서초중앙로 38,37.485672,127.0159226,서초중앙로,서초동,남부터미널,76.8,4,남부터미널,114.7
2144, 래미안서초스위트앞,서초구,서울특별시 서초구 서운로 221,37.50241089,127.0216065,사평대로52길,서초동,신논현,390.1,2,서초푸르지오써밋,49.8
