,보관소(대여소)명,자치구,상세주소,위도,경도,shortest_road,법정동,shortest_subway,shortest_subway_meter,public_place_in_100m,shortest_bus,shortest_bus_meter,public_transport_in_100m,subway_count_in_100m,bus_count_in_100m,schools_in_100m,unis_in_100m,total_schools_in_100m,public_places_and_schools_in_100m,대여소_ID,borrow_count,return_count,balance_rate,borrow_count_weekday,borrow_count_weekend,return_count_weekday,return_count_weekend
94, 청계3가 사거리,종로구,서울특별시 종로구 관수동91-1,37.56855774,126.9921188,청계천로,관수동,을지로3가,251.8,0,청계2가.수표교,130.5,0,0,0,0,0,0,0,ST-2513,16242,15801,0.0137627562962269,12804,3438,12451,3350
95, 조계사앞사거리,종로구,서울특별시 종로구 삼봉로95(견지동110),37.5721817,126.9828339,우정국로,견지동,종각,224.4,0,조계사.종로경찰서,33.8,6,0,6,0,0,0,0,ST-2472,26249,26412,-0.0030952697442129,21955,4294,22101,4311
96, 자교교회 앞,종로구,서울특별시 종로구 자하문로 56 자교교회,37.58114624,126.9712372,자하문로16길,창성동,경복궁,631.0,0,통인시장종로구보건소,71.5,2,0,2,0,0,0,0,ST-2473,28091,29111,-0.017831544351596,21935,6156,22359,6752
97, 올림픽기념 국민생활관 로터리,종로구,서울특별시 종로구 혜화로 50,37.58983612,126.9993439,혜화로,혜화동,한성대입구,626.4,0,국민생활관,23.3,2,0,2,0,0,0,0,ST-2427,28237,28564,-0.0057569408989278,21819,6418,22084,6480
98, 웰니스센터(민방위교육장 앞),종로구,서울특별시 종로구 운니동 98-7,37.57752991,126.9891281,돈화문로11가길,운니동,안국,345.9,2,창덕궁,35.3,5,0,5,0,0,0,2,ST-2565,26650,26788,-0.0025824319772446,21198,5452,21502,5286
99, 천지인 오피스텔 앞,종로구,서울특별시 종로구 평창동 290-15,37.60469818,126.9645157,평창1길,평창동,홍제,2525.4,0,화정박물관,33.8,4,0,4,0,0,0,0,ST-2622,1892,1313,0.1806552262090483,1417,475,1004,309
100, 현대 뜨레비앙 아파트 앞,종로구,서울특별시 종로구 돈화문로11가길 59,37.57528305,126.9906235,돈화문로11가길,와룡동,종로3가,421.2,1,창덕궁,89.5,1,0,1,0,0,0,1,ST-2623,24410,24269,0.0028965262228065,19194,5216,18872,5397
101, 돈의문 박물관 마을,종로구,서울특별시 종로구 새문안로 39-1 동서한의원,37.56883621,126.9695511,새문안로,신문로2가,서대문,426.2,0,서울역사박물관(경교장),79.8,2,0,2,0,0,0,0,ST-2923,11846,8634,0.1568359375,10093,1753,7179,1455
102, 광화문역 6번출구 옆 A,종로구,서울특별시 종로구 세종로 208,37.56993103,126.9764328,세종대로21길,세종로,광화문,123.3,0,광화문,10.4,6,0,6,0,0,0,0,ST-3075,11898,11096,0.0348786639993041,9556,2342,8908,2188
103, 종로문화원 건너편,종로구,서울특별시 종로구 중학동 10-3,37.57571411,126.9805069,율곡로2길,중학동,안국,444.2,0,법련사,122.2,0,0,0,0,0,0,0,ST-3090,8081,7985,0.0059753516743433,6577,1504,6523,1462
104, 정동사거리,중구,서울특별시 중구 정동길 2-1 정동사거리,37.56805038,126.9692307,새문안로,충정로1가,서대문,340.9,1,강북삼성병원,56.7,2,0,2,0,0,0,1,ST-116,20879,20247,0.0153674074794533,17468,3411,16932,3315
105, 청계광장 옆,중구,서울특별시 중구 세종대로 136 청계광장 옆,37.56887817,126.9774704,세종대로,태평로1가,광화문,248.7,1,서울신문사,57.9,7,0,7,0,0,0,1,ST-126,28765,24925,0.0715216986403427,24051,4714,20562,4363
106, 광교사거리 남측,중구,서울특별시 중구 남대문로 125 DGB금융센터,37.56863403,126.9823151,남대문로,다동,종각,177.8,0,종각역,97.3,1,0,1,0,0,0,0,ST-134,17499,17475,0.000686224052153,14817,2682,14936,2539
107, 을지로입구역 4번출구 앞,중구,서울특별시 중구 을지로 55 명동금융센터 앞,37.56622314,126.9835892,명동9길,을지로2가,을지로입구,88.9,1,우리은행종로지점,155.2,1,1,0,0,0,0,1,ST-136,25793,25630,0.0031697878381269,22445,3348,22221,3409
108, KEB 하나금융그룹 명동사옥 옆,중구,서울특별시 중구 을지로 66 한국외환은행 본점 앞,37.56546402,126.9841385,명동9길,을지로2가,을지로입구,147.6,0,을지로입구.로얄호텔,119.7,0,0,0,0,0,0,0,ST-137,19796,19280,0.013205036339441,15847,3949,15447,3833
109, 명동성당 앞,중구,서울특별시 중구 명동길 74 명동성당 앞,37.56447601,126.986969,명동길,명동2가,명동,391.2,1,남대문세무서.서울백병원,75.1,2,0,2,0,0,0,1,ST-138,10777,9895,0.0426664086687306,8166,2611,7405,2490
110, 신세계백화점 본점 앞,중구,서울특별시 중구 충무로1가 53-6,37.56143188,126.9806976,남대문시장길,남대문로3가,회현,389.6,2,남대문시장,62.4,3,0,3,0,0,0,2,ST-140,17941,18897,-0.0259514631630381,13725,4216,14374,4523
111, 을지로2가 사거리 북측,중구,서울특별시 중구 을지로 79 을지로2가 사거리 북측,37.56638336,126.9872055,명동13길,을지로2가,을지로입구,407.4,1,을지로2가.기업은행본점.서울노동청,62.2,1,0,1,0,0,0,1,ST-147,15058,14929,0.0043018641411278,13484,1574,13355,1574
112, 을지로2가 사거리 남측,중구,서울특별시 중구 을지로 100 을지로2가 사거리 남측,37.56599045,126.987793,명동13길,을지로2가,을지로3가,365.3,0,남대문세무서.국가인권위원회,100.8,1,0,1,0,0,0,0,ST-148,14728,14613,0.0039194301489383,12689,2039,12613,2000
113, 충무로역 6번출구 앞,중구,서울특별시 중구 퇴계로 214 충무로역 3.4호선,37.56144714,126.9931107,퇴계로37길,필동1가,충무로,105.8,0,충무로역.매일경제,36.5,3,0,3,0,0,0,0,ST-152,17141,16691,0.0133010167888389,13884,3257,13487,3204
114, 맥스타일 앞,중구,서울특별시 중구 마장로 3 맥스타일,37.56918335,127.0098801,장충단로,을지로6가,동대문,248.5,2,청계6가.오간수교,81.7,1,0,1,0,0,0,2,ST-162,22001,21982,0.0004319850851465,18337,3664,17719,4263
115, 동대문역사문화공원역 9번출구 앞,중구,서울특별시 중구 장충단로 지하230 동대문역사문화공원역 9번출구 앞,37.56533051,127.007843,장충단로,을지로7가,동대문역사문화공원,21.9,3,광희동,38.6,5,3,2,0,0,0,3,ST-163,12661,10020,0.1164410740267184,9825,2836,7717,2303
116, 시청역(2호선) 9번출구 뒤,중구,서울특별시 중구 서소문로 지하127 시청역(2호선) 9번출구 뒤,37.56322861,126.9748383,서소문로,서소문동,시청,259.9,0,서소문,5.0,4,0,4,0,0,0,0,ST-185,47917,45919,0.021292467709621,41568,6349,39796,6123
117, 동대입구역 6번출구 뒤,중구,서울특별시 중구 동호로 지하256 동대입구역 6번출구 뒤,37.55887222,127.0055389,동호로,장충동2가,동대입구,20.7,0,신라호텔,63.9,3,1,2,0,0,0,0,ST-186,12415,12366,0.0019773213348936,9275,3140,9078,3288
118, 약수역 3번출구 뒤,중구,서울특별시 중구 다산로 지하122 약수역 4번출구 뒤,37.55429459,127.0112,동호로,신당동,약수,48.4,0,약수역4번출구.금호터널입구,122.6,2,2,0,0,0,0,0,ST-187,14570,15056,-0.0164045095524201,10838,3732,11316,3740
119, 청구역 2번출구 앞,중구,서울특별시 중구 청구로 77 청구역 5.6호선,37.5604744,127.0140762,청구로,신당동,청구,33.6,0,청구역,61.7,4,2,2,1,0,1,1,ST-189,34264,35444,-0.0169277557812589,26038,8226,27014,8430
120, 서울역9번출구,중구,서울특별시 중구 세종대로 지하2 서울역9번출구,37.55599976,126.9733582,후암로60길,봉래동2가,서울,165.8,0,서울역버스환승센터.강우규의거터,54.8,4,0,4,0,0,0,0,ST-194,20119,20067,0.0012939829791469,15958,4161,15798,4269
121, CJ제일제당 앞,중구,서울특별시 중구 동호로 330 CJ제일제당 앞,37.56386566,127.0027466,마른내로,쌍림동,동대문역사문화공원,476.4,1,퇴계로6가,61.6,1,0,1,0,0,0,1,ST-195,26866,27000,-0.00248765455018,22356,4510,22670,4330
122, 장충체육관,중구,서울특별시 중구 장충동2가 200-99 장충체육관,37.55853271,127.0069885,동호로,장충동2가,동대입구,135.4,0,장충체육관앞,70.5,2,0,2,0,0,0,0,ST-196,2823,1739,0.2376150811047786,2111,712,1236,503
123, 약수역 10번출구 앞,중구,서울특별시 중구 신당동 357-1 약수역 10번출구 앞,37.55519867,127.0100479,동호로,신당동,약수,109.4,1,약수역1번출구,138.0,0,0,0,0,0,0,1,ST-197,10593,10798,-0.0095834696835117,7925,2668,8028,2770
124, 신당역 12번 출구 뒤,중구,서울특별시 중구 신당동 99 신당역 5번 출구,37.5658493,127.0164032,퇴계로75길,흥인동,신당,125.9,1,충무아트센터.스포츠센터.중부소방서,173.4,0,0,0,0,0,0,1,ST-198,67063,69126,-0.015148066290229,50710,16353,51916,17210
125, 종로학원본원,중구,서울특별시 중구 청파로 456 종로학원본원 앞,37.55978012,126.9685059,청파로,중림동,충정로,427.6,0,한국경제신문사.서소문역사공원,73.9,2,0,2,0,0,0,0,ST-199,4247,3881,0.0450295275590551,3429,818,2999,882
126, 훈련원공원주차장 앞,중구,서울특별시 중구 을지로 227 훈련원공원주차장 앞,37.56699371,127.0034638,을지로38길,을지로5가,종로5가,459.2,1,아카시아호텔.웨스턴코업레지던스,49.2,1,0,1,0,0,0,1,ST-338,26408,23944,0.0489354941213854,20605,5803,18655,5289
127, 을지로4가역 1번출구,중구,서울특별시 중구 을지로 지하 178 을지로4가역 1번출구,37.5667305,126.9966049,을지로,을지로4가,을지로4가,132.3,0,을지로4가,35.4,2,0,2,0,0,0,0,ST-943,20254,20426,-0.0042281219272369,17061,3193,17143,3283
128, 충무로역 1번출구,중구,서울특별시 중구 퇴계로 212 충무로역 1번출구,37.56138992,126.9953537,퇴계로,충무로4가,충무로,96.3,1,충무로역.호텔피제이,40.7,4,2,2,0,0,0,1,ST-944,22785,22267,0.0114978247358607,17822,4963,17367,4900
129, 시립미술관,중구,서울특별시 중구 덕수궁길 61 서울시립미술관,37.56505203,126.9734039,서소문로11길,서소문동,시청,329.3,1,서소문KAL빌딩,208.0,0,0,0,0,0,0,1,ST-977,17026,15651,0.0420785261804939,14346,2680,12846,2805
130, 을지로3가역 3번출구,중구,서울특별시 중구 을지로 지하 129 을지로3가역 3번출구,37.56655884,126.9924393,을지로13길,을지로3가,을지로3가,55.2,0,을지로3가,10.4,3,2,1,0,0,0,0,ST-1435,30186,30254,-0.001125082726671,23848,6338,23777,6477
131, 서울역 센트럴 자이아파트,중구,서울특별시 중구 만리재로 175 서울역 센트럴 자이아파트,37.55410767,126.9654083,만리재로,만리동2가,충정로,668.8,0,손기정체육공원입구,82.0,2,0,2,0,0,0,0,ST-1436,18567,11504,0.2348774566858435,14628,3939,9110,2394
132, 명보사거리,중구,서울특별시 중구 을지로 지하 129 명보사거리,37.56439972,126.9914322,수표로12길,초동,을지로3가,214.5,0,을지로3가,191.2,0,0,0,0,0,0,0,ST-1437,8593,8482,0.0065007320644216,7461,1132,7309,1173
133, 송도병원,중구,서울특별시 중구 다산로 59-1 송도병원,37.54988861,127.0073471,다산로5길,신당동,버티고개,209.8,0,송도병원앞,37.8,2,0,2,0,0,0,0,ST-1438,3201,2186,0.1884165583812883,2269,932,1523,663
134, 장충동먹자골목 앞,중구,서울특별시 중구 장충단로 192 KEB하나은행 장충동지점,37.56207275,127.0063171,장충단로7길,장충동1가,동대입구,341.2,0,장충동써미트호텔,55.3,1,0,1,0,0,0,0,ST-1439,15956,16443,-0.0150313281274113,12655,3301,12901,3542
135, 청계천 영도교,중구,서울특별시 중구 청계천로 400 롯데캐슬베네치아,37.5710144,127.0197449,난계로21길,황학동,동묘앞,343.3,0,청계8가.영도교,90.7,1,0,1,0,0,0,0,ST-1440,67556,67633,-0.0005695729682148,51993,15563,51359,16274
136, 을지로입구역 2번출구,중구,서울특별시 중구 을지로 지하 42 을지로입구역 1번출구,37.56634521,126.9822922,을지로3길,을지로1가,을지로입구,46.7,0,을지로입구.시청입구,101.7,1,1,0,0,0,0,0,ST-1668,26393,25622,0.014822647313275,21138,5255,20522,5100
137, 신당 래미안 버스정류장,중구,서울특별시 중구 퇴계로90길 74 신당 레미안 버스정류장 (112동 인근),37.56148911,127.0239334,난계로,신당동,상왕십리,574.9,0,금호베스트빌.래미안하이베르,6.6,6,0,6,0,0,0,0,ST-1669,10053,1239,0.7805526036131775,7288,2765,838,401
138, SK 남산빌딩,중구,서울특별시 중구 퇴계로 33 SK 남산빌딩,37.55686188,126.9756165,소월로,남대문로5가,회현,296.0,0,힐튼호텔,100.2,0,0,0,0,0,0,0,ST-1670,6947,6200,0.0568190461702289,5351,1596,4733,1467
139, 서울역 서부교차로2,중구,서울특별시 중구 퇴계로 33 서울역 서부교차로2,37.55536652,126.9686432,청파로95길,서계동,서울,355.1,0,서울의료보건고등학교.서울역서부,90.0,2,0,2,0,0,0,0,ST-946,24932,26832,-0.0367050459778997,18742,6190,20256,6576
140,염천교사거리,중구,서울특별시 중구 칠패로 5 서소문공원,37.55989075,126.9714966,칠패로,순화동,서울,589.4,1,염천교,47.1,2,0,2,0,0,0,1,ST-1761,12196,12060,0.0056068601583113,10476,1720,10489,1571
141,서울역 서부,중구,서울특별시 중구 퇴계로 33 서울로7017편의시설,37.55641556,126.9691925,만리재로,만리동1가,서울,356.3,0,서울역서부,19.1,4,0,4,0,0,0,0,ST-1768,7732,7756,-0.0015495867768595,5863,1869,5811,1945
142,호암아트홀,중구,서울특별시 중구 세종대로7길 57-1 구두수선대207 호암아트홀,37.5621109,126.9707184,서소문로,순화동,서대문,543.1,0,프레이저플레이스,7.9,1,0,1,0,0,0,0,ST-1769,3957,3483,0.0637096774193548,3525,432,3084,399
143,대한상공회의소,중구,서울특별시 중구 세종대로 39 대한서울상공회의소,37.56015396,126.9741058,세종대로7길,남대문로4가,회현,408.6,0,숭례문(가상),45.4,2,0,2,0,0,0,0,ST-1771,27569,27693,-0.0022438565379465,23615,3954,23976,3717
144,롯데호텔,중구,서울특별시 중구 을지로 30 롯데호텔,37.56584167,126.9798126,남대문로9길,을지로1가,을지로입구,248.6,0,을지로입구역롯데호텔,43.7,2,0,2,0,0,0,0,ST-1772,9744,7465,0.1324307048637341,8126,1618,5901,1564
145,한국은행,중구,서울특별시 중구 남대문로3가 110-8,37.5622139,126.9808655,소공로,남대문로3가,을지로입구,449.3,1,중앙우체국,93.5,2,0,2,0,0,0,1,ST-1773,1806,1903,-0.0261526017794553,1454,352,1493,410
146,웨스틴 조선호텔,중구,서울특별시 중구 소공로 106 서울 웨스틴조선호텔,37.56415939,126.9794846,세종대로18길,소공동,시청,218.9,0,소공동웨스틴조선호텔,20.3,1,0,1,0,0,0,0,ST-1774,11899,12043,-0.0060145351265558,9554,2345,9740,2303
147,회현역 1번출구,중구,서울특별시 중구 퇴계로 72 리더스뷰남산,37.5592308,126.9801407,퇴계로10길,회현동1가,회현,185.4,0,남대문시장.회현역,169.3,0,0,0,0,0,0,0,ST-1775,8320,6813,0.0995836912707328,6625,1695,5287,1526
148,회현역 7번출구,중구,서울특별시 중구 회현동1가 23-1,37.55974579,126.9800034,남대문시장10길,회현동1가,회현,206.9,1,남대문시장,160.5,0,0,0,0,0,0,1,ST-1776,9385,6925,0.1508277130594727,7710,1675,5572,1353
149,회현사거리 남측,중구,서울특별시 중구 퇴계로 100 스테이트타워 남산,37.56035995,126.9826508,퇴계로14길,회현동2가,명동,332.1,1,남산3호터널.서울애니메이션센터,92.6,1,0,1,0,0,0,1,ST-1777,13544,13472,0.0026650873556411,11090,2454,11123,2349
150,삼일교(시그니쳐 타워),중구,서울특별시 중구 수표동 99-1,37.56787109,126.9884033,청계천로,수표동,을지로3가,355.8,0,청계2가.삼일교,11.7,2,0,2,0,0,0,0,ST-1778,20602,20131,0.0115631060810644,18160,2442,18140,1991
151,을지로4가역 9번출구,중구,서울특별시 중구 을지로 170,37.56605148,126.9979858,창경궁로,을지로4가,을지로4가,99.1,0,을지로4가.베스트웨스턴국도,107.8,2,2,0,0,0,0,0,ST-1779,34181,33461,0.0106442742674669,28248,5933,27801,5660
152,동대문역사문화공원역 1번출구 뒤편,중구,서울특별시 중구 을지로7가 143,37.56629944,127.0084915,장충단로,을지로7가,동대문역사문화공원,139.2,0,동대문디자인플라자.동대문시장,64.2,1,0,1,0,0,0,0,ST-1780,35716,29158,0.1010882634029041,26588,9128,21600,7558
153,DDP 패션몰,중구,서울특별시 중구 신당동 853,37.56764984,127.0118103,마장로1길,신당동,동대문,456.5,4,동대문디자인플라자,17.4,1,0,1,0,0,0,4,ST-1781,22840,19940,0.0677886863020102,20124,2716,17058,2882
154,광희문,중구,서울특별시 중구 광희동2가 105-32,37.56443024,127.0099564,퇴계로,광희동2가,동대문역사문화공원,198.3,0,광희문.광희동사거리,47.1,2,0,2,0,0,0,0,ST-1782,17065,16790,0.0081228769753359,12922,4143,12555,4235
155,앰배서더 호텔 주변,중구,서울특별시 중구 장충동2가 191-65,37.55928802,127.0026856,동호로25가길,장충동2가,동대입구,259.0,0,동국대입구앰배서더호텔,54.1,3,0,3,0,0,0,0,ST-1783,11522,4265,0.4596820168493064,8342,3180,2882,1383
156,동대입구역 3번 출구,중구,서울특별시 중구 장충동2가 199-4,37.55937576,127.0060272,동호로,장충동2가,동대입구,52.0,1,장충동.동국대입구,127.5,1,1,0,0,0,0,1,ST-1785,7358,7157,0.0138477437133999,5162,2196,4905,2252
157,약수역 6번 출구,중구,서울특별시 중구 다산로 122 약수역 3호선,37.55432129,127.010704,다산로,신당동,약수,4.8,0,약수역8번출구.신당사회복지관,83.2,4,2,2,0,0,0,0,ST-1786,8894,9091,-0.0109535724214623,6463,2431,6685,2406
158,신당역 10번 출구,중구,서울특별시 중구 다산로 269 광희초등학교,37.56703186,127.0157929,퇴계로75길,신당동,신당,214.3,1,성동공업고등학교(무궁화회관),146.1,0,0,0,1,0,1,2,ST-1787,32729,33329,-0.009082927124648,27514,5215,27324,6005
159,남산타운아파트 버스정류장,중구,서울특별시 중구 다산로 32 남산타운,37.54758453,127.0064392,동호로17길,신당동,버티고개,72.3,1,버티고개,44.0,3,1,2,0,0,0,1,ST-1789,5983,2603,0.3936641043559282,4139,1844,1784,819
160,도동삼거리,중구,서울특별시 중구 남창동 205-4,37.55614853,126.9774246,퇴계로2길,남창동,회현,272.4,0,힐튼호텔,70.8,2,0,2,0,0,0,0,ST-1790,2535,1581,0.2317784256559766,1622,913,979,602
161,서울역5번출구,중구,서울특별시 중구 세종대로 2 서울역 1호선,37.55677032,126.9731979,세종대로2길,남대문로5가,서울,242.2,0,서울역,120.2,0,0,0,0,0,0,0,ST-1791,20337,20747,-0.009979554084315,16495,3842,16862,3885
162, 삼성사이버빌리지아파트,중구,서울특별시 중구 중림로 10 중림동 삼성 사이버 빌리지,37.55891418,126.964859,중림로,중림동,충정로,157.5,0,충정로역,74.7,2,0,2,0,0,0,0,ST-2624,7383,5417,0.15359375,5539,1844,4011,1406
163, 시청역 10번출구,중구,서울특별시 중구 서소문로 103,37.56284332,126.9726181,서소문로,서소문동,시청,447.9,0,프레이저플레이스,192.2,0,0,0,0,0,0,0,ST-2514,10485,9465,0.0511278195488721,8874,1611,8029,1436
164, 서울역 7번출구,중구,서울특별시 중구 남대문로5가 84-11,37.55664444,126.9736404,세종대로2길,남대문로5가,서울,241.3,0,서울역버스환승센터.강우규의거터,128.8,0,0,0,0,0,0,0,ST-2430,2946,2876,0.0120233596702164,2261,685,2211,665
165, 중부경찰서앞사거리 건너편,중구,서울특별시 중구 초동 107-12,37.56474304,126.9909515,수표로,초동,을지로3가,191.9,0,을지로3가,156.5,0,0,0,0,0,0,0,ST-2516,7313,7003,0.021654093322157,5878,1435,5582,1421
166, 국제빌딩,중구,서울특별시 중구 남대문로 109,37.56693268,126.9825821,남대문로,남대문로1가,을지로입구,102.0,1,을지로입구역.광교,70.0,2,0,2,0,0,0,1,ST-2517,8063,7097,0.0637203166226912,6762,1301,5967,1130
167, 동대문디자인플라자,중구,서울특별시 중구 을지로6가 18-169,37.5683136,127.0094605,장충단로,을지로6가,동대문,345.7,3,동대문디자인플라자DDP,19.8,3,0,3,0,0,0,3,ST-2431,33860,33031,0.0123932965570854,24785,9075,24044,8987
168, 서소문성지역사박물관,중구,서울특별시 중구 중림동 373,37.56024551,126.9687805,서소문로8길,중림동,충정로,452.4,1,한국경제신문사.서소문역사공원,72.3,2,0,2,0,0,0,1,ST-2432,7380,4631,0.2288735325951211,5811,1569,3610,1021
169, 서울도시건축전시관,중구,서울특별시 중구 태평로1가 60-20,37.5670166,126.9768372,세종대로19길,태평로1가,시청,256.2,0,프레스센터,64.7,2,0,2,0,0,0,0,ST-2518,46047,41657,0.0500547295448326,38332,7715,34516,7141
