Unnamed: 0,보관소(대여소)명,자치구,상세주소,위도,경도,shortest_road,법정동,shortest_subway,shortest_subway_meter,public_place_in_100m
2305, 대모산입구역 4번 출구 앞,강남구,강남구 일원동 700-1,37.49180984,127.0731583,남부순환로,개포동,대모산입구,62.1,1
2306, 청담공원앞 교차로,강남구,강남구 삼성동 111-44,37.51871109,127.0508499,학동로82길,삼성동,청담,232.6,0
2307, 논현동 광명빌딩 앞,강남구,강남구 논현동 279,37.5175705,127.0236435,도산대로16길,논현동,신사,340.9,2
2308, 역삼서초삼성 세무서 앞 (역삼빌딩 앞,강남구,강남구 역삼동 804,37.49847031,127.0301132,테헤란로5길,역삼동,강남,241.0,3
2309, 강남한양수자인아파트,강남구,강남구 자곡로 260,37.4773407,127.1132736,탄천자전거길,자곡동,문정,1248.6,0
2310, 역삼동 디오슈페리움 (우성아파트 사거리),강남구,강남구 역삼동 858(강남대로 342 앞 도로),37.49206161,127.0307465,역삼로2길,역삼동,강남,619.9,1
2311, 포스코피앤에스타워 (역삼역 3번출구 부근),강남구,강남구 역삼동 804(강남구 테헤란로 134 앞 보도),37.49959946,127.0337524,논현로87길,역삼동,역삼,264.6,0
2312, 세곡동 성당,강남구,강남구 율현동 165-2(강남구 밤고개로21길 50),37.47296906,127.1122284,밤고개로21길,율현동,복정,1317.3,0
2313, 일원1동 주민센터,강남구,강남구 일원동 712-5 ,37.49170303,127.0882263,양재대로55길,일원동,대청,794.7,2
2314,도곡역 1번 출구,강남구,남부순환로 2814,37.49095917,127.0549851,남부순환로391길,도곡동,도곡,36.8,0
2315, 도곡역 아카데미스위트 앞,강남구,언주로30길 21,37.48897171,127.0518265,언주로30길,도곡동,도곡,377.7,1
2316,한티역 롯데백화점 앞,강남구,선릉로 228,37.49667358,127.0534287,선릉로62길,대치동,한티,69.0,1
2317,한티역 6번 출구,강남구,선릉로 227,37.4958992,127.0521927,도곡로,도곡동,한티,70.9,1
2318,선정릉 디캠프(D.CAMP)앞,강남구,선릉로 551,37.50799942,127.0452499,선릉로103길,역삼동,선정릉,361.8,0
2319,봉은사역 7번 출구,강남구,봉은사로 601,37.51393509,127.0598221,봉은사로99길,삼성동,봉은사,48.9,1
2320,"봉은사역 1,2번 출구",강남구,봉은사로 601,37.51430893,127.0597,봉은사로99길,삼성동,봉은사,49.2,3
2321,학여울역 사거리(LG베스트샵 앞),강남구,영동대로 202,37.49689484,127.070137,영동대로50길,대치동,학여울,47.9,0
2322, 신논현역 4번출구,강남구,봉은사로 110,37.504673,127.025795,봉은사로5길,역삼동,신논현,65.5,5
2323,수서동 성당 맞은편,강남구,광평로34길 202,37.48416901,127.0948486,광평로34길,수서동,수서,716.3,0
2324,영희초교 사거리(래미안개포루체하임),강남구,개포로110길 50,37.4908371,127.0806503,양재대로27길,일원동,대청,313.1,0
2325,세곡동 사거리(대왕초등학교 정류장),강남구,헌릉로618길 8,37.46461868,127.1068497,헌릉로622길,세곡동,복정,1853.3,1
2326,강남한신휴플러스 6단지,강남구,강남구 율현동 333-1,37.46829605,127.1046982,밤고개로26길,율현동,수서,2131.7,0
2327,개포고등학교 정문앞,강남구,강남구 개포로402,37.48485184,127.0583725,선릉로16길,개포동,구룡,224.7,0
2328,롯데리아 개포점앞,강남구,강남구 선릉로26,37.48236847,127.0611877,선릉로10길,개포동,구룡,537.3,0
2329,압구정로데오역 6번출구,강남구,선릉로845,37.52745438,127.0404282,압구정로56길,신사동,압구정로데오,12.4,0
2330,강남파이낸스센터앞(역삼역2번출구),강남구,테헤란로152,37.50024414,127.0360565,테헤란로26길,역삼동,역삼,54.8,0
2331,대치역 7번출구,강남구,남부순환로155,37.49411774,127.0629044,남부순환로395길,대치동,대치,85.2,2
2332, 삼성역 2번출구,강남구,영동대로606앞,37.5082016,127.0639648,테헤란로104길,대치동,삼성,100.7,1
2333, 삼성중앙역 5번출구,강남구,삼성동145-1,37.51311111,127.0539093,봉은사로81길,삼성동,삼성중앙,56.6,0
2334, 봉은사역6번출구(현대아이파크타워앞),강남구,삼성동160,37.51390839,127.06073,봉은사로,삼성동,봉은사,55.0,1
2335, 신사동주민센터 옆,강남구,압구정로 130,37.52422714,127.02285,압구정로14길,신사동,압구정,588.0,0
2336, 언주초등학교 입구,강남구,남부순환로2641,37.48536682,127.0384979,남부순환로,도곡동,양재,367.8,1
2337, 윗반마을 입구,강남구,세곡동 97-3,37.46534729,127.1088028,밤고개로31길,세곡동,복정,1663.8,1
2338, 방죽마을 입구,강남구,율현동 264-5,37.47123337,127.1072159,밤고개로26길,율현동,수서,1852.2,0
2339, 은곡마을,강남구,세곡동 548(도담공원~행복공원 사이),37.46726227,127.0980148,헌릉로569길,세곡동,수서,2257.8,2
2340, 은마아파트 입구 사거리,강남구,삼성로237(정성한줄 대치점 앞),37.49840164,127.060936,삼성로57길,대치동,대치,483.9,1
2341, 서울 논현동우체국 앞,강남구,학동로212,37.51446152,127.0326004,논현로132길,논현동,학동,87.4,1
2342, 역삼중학교 앞(체육관 방향),강남구,도곡로43길 10,37.49526215,127.0495071,도곡로57길,역삼동,한티,316.7,0
2343, 서울율현초교 삼거리,강남구,밤고개로 231,37.47364044,127.1070252,밤고개로23길,자곡동,수서,1590.4,0
2344, 청담역 11번 출구,강남구,학동로87길 7,37.51925659,127.0515976,학동로82길,청담동,청담,155.4,0
2345, 휘문고교 사거리,강남구,영동대로 319,37.50286484,127.0659409,도곡로99길,대치동,삼성,707.7,0
2346, 은마아파트입구 사거리(1),강남구,삼성로 312,37.49986649,127.0605011,삼성로63길,대치동,대치,645.9,0
2347, 일원에코파크 앞(개포로 방면),강남구,개포로 670,37.49587631,127.0865021,개포로140길,일원동,대청,669.8,0
2348, 대모산입구역 7번 출구 앞,강남구,개포로 522(사진참고),37.49017715,127.0730591,영동대로4길,개포동,대모산입구,136.1,0
2349, 압구정나들목,강남구,압구정동 507,37.53075027,127.0416031,한강남자전거길,압구정동,압구정로데오,385.7,0
2350, 한국지역난방공사강남지사,강남구,양재대로 781,37.49229431,127.0943375,탄천동로,수서동,수서,862.3,0
2351, 역삼1동 주민센터,강남구,역삼로 7길 16,37.49500275,127.0329437,역삼로7길,역삼동,강남,505.0,1
2352, 청담사거리(신한오피스텔빌딩 앞),강남구,도산대로 510,37.52416229,127.0489502,도산대로90길,청담동,청담,659.4,0
2353, 개포우성6차아파트 정문 앞,강남구,언주로 3,37.47685623,127.0553665,언주로7길,개포동,구룡,1150.1,0
2354, 국악고교 앞 교차로,강남구,논현로 34,37.47402191,127.0484467,논현로12길,개포동,양재시민의숲,991.8,0
2355, 삼성중앙역·플래티넘아파트 정류소,강남구,봉은사로 471,37.51264191,127.0515671,봉은사로74길,삼성동,삼성중앙,157.1,1
2356, 세곡데이케어센터,강남구,헌릉로 590길 68,37.46072388,127.1028748,헌릉로590길,세곡동,복정,2345.0,2
2357, 신청담나들목,강남구,강변오솔길,37.52796173,127.0516281,도산대로85길,청담동,청담,966.2,0
2358, 일원1동주민센터앞 사거리,강남구,강남구 일원동 645-13,37.4909668,127.0883637,양재대로55길,일원동,일원,881.7,1
2359, 대청역,강남구,강남구 일원로 7,37.49370575,127.0799942,개포로116길,일원동,대청,46.1,0
2360, LH강남힐스테이트아파트,강남구,자곡로3길 21,37.47092819,127.0897064,자곡로3길,자곡동,일원,1491.5,0
2361, 더시그넘하우스 앞,강남구,자곡로 174-14,37.47267914,127.1037598,자곡로,자곡동,수서,1639.1,0
2362, 상록수아파트,강남구,광평로10길 15,37.48276138,127.0804215,광평로9길,일원동,일원,365.5,0
2363, 선정릉역 4번 출구,강남구,강남구 봉은사로 326,37.5097847,127.0427704,봉은사로52길,역삼동,선정릉,151.3,0
2364, 구룡역 1번 출구,강남구,개포동 175-3,37.48642349,127.0593185,양재천로,개포동,구룡,61.6,0
2365, 구룡역 4번 출구,강남구,개포동 156-17,37.48670578,127.0605011,양재천동자전거길,개포동,구룡,146.2,1
2366, 구룡역 5번 출구,강남구,개포동 181-1,37.48607635,127.0592194,선릉로16길,개포동,구룡,90.5,0
2367, 개포동역 4번출구,강남구,"강남구 개포동 182-4
(개포동역 4번출구)",37.48929596,127.0661697,개포로82길,개포동,개포동,20.1,1
2368,KT&G타워 옆(상상마당 대치아트홀),강남구,강남구 대치동 1002,37.50687408,127.0647354,영동대로86길,대치동,삼성,259.2,0
2369, 구역삼세무서 교차로,강남구,강남구 논현로 337,37.49524307,127.0393753,논현로71길,역삼동,역삼,650.4,0
2370, 신사스퀘어,강남구,신사동 504-11,37.51916885,127.0189743,도산대로1길,신사동,신사,330.4,0
2371, 강남경찰서,강남구,강남구 대치동 998,37.50971985,127.0667954,테헤란로113길,대치동,삼성,335.8,0
2372, 섬유센터 앞,강남구,강남구 대치동 944-1,37.50767136,127.060173,테헤란로92길,대치동,삼성,294.4,1
2373, 극동스포츠 앞,강남구,강남구 신사동 575,37.5257225,127.0258865,압구정로22길,신사동,압구정,272.4,2
2374, SB타워 앞,강남구,강남구 도산대로 318,37.52210999,127.0364609,도산대로,논현동,압구정로데오,686.9,1
2375, 노보텔 앰배서더 앞,강남구,강남구 봉은사로 130,37.50570297,127.0291977,봉은사로16길,역삼동,신논현,385.9,1
2376, 도곡동 골프 로데오거리,강남구,강남구 도곡로 149,37.49107361,127.0361939,도곡로13길,역삼동,양재,781.1,0
2377, 레베쌍트 빌딩 앞,강남구,봉은사로86길 6,37.51292038,127.056427,봉은사로86길,삼성동,삼성중앙,278.2,0
2378, 도심공항타워 앞,강남구,삼성동 159-9,37.50999069,127.0584717,테헤란로87길,삼성동,봉은사,494.8,2
2379, 영동중앙교회 버스정류장,강남구,강남구 논현로 420,37.49775314,127.0385742,역삼로25길,역삼동,역삼,369.4,0
2380, 청담역 1번출구,강남구,강남구 영동대로 648,37.51973724,127.0576782,학동로98길,삼성동,청담,384.8,0
2381,일원에코파크 주차장,강남구,강남구 일원동 701-2,37.49404526,127.0867844,개포로140길,일원동,대청,644.1,0
2382,매봉역 1번출구,강남구,강남구 도곡동 180-26,37.48661041,127.0455093,남부순환로377길,도곡동,매봉,117.5,0
2383,학여울역사거리(은마아파트),강남구,강남구 대치동 398,37.49665833,127.0693817,영동대로50길,대치동,학여울,107.2,0
2384, 가락시장역 3번 출구,송파구,서울특별시 송파구 송파대로 지하 257,37.49317932,127.1185455,중대로,가락동,가락시장,78.0,0
2385, 밀리아나2빌딩 앞,송파구,서울특별시 송파구 송파대로28길 24,37.49372864,127.1206207,중대로9길,가락동,가락시장,250.0,0
2386, 거여역 3번출구,송파구,서울특별시 송파구 오금로 지하 499,37.49334335,127.1447296,오금로59길,거여동,거여,57.7,1
2387, 종합운동장역 4번출구,송파구,서울특별시 송파구 올림픽로 8,37.51042938,127.071373,올림픽로4길,잠실동,종합운동장,210.3,0
2388, 9호선종합운동장역 9번출구,송파구,서울특별시 송파구 올림픽로 지하 23,37.51128006,127.0782394,백제고분로7길,잠실동,종합운동장,407.7,1
2389, 마천중앙시장,송파구,서울특별시 송파구 성내천로 233,37.49975586,127.152504,성내천로,마천동,마천,529.5,0
2390, 풍납현대아파트쉼터,송파구,서울특별시 송파구 풍성로14길 19,37.52974701,127.1199646,올림픽로48길,풍납동,강동구청,81.6,0
2391, 잠실나루역 (2번 출구 쪽),송파구,서울특별시 송파구 오금로 20,37.52045059,127.1042023,오금로2길,신천동,잠실나루,48.1,2
2392, 롯데월드타워(잠실역2번출구 쪽),송파구,서울특별시 송파구 올림픽로 293-19,37.51312637,127.1009598,올림픽로,신천동,잠실,145.1,1
2393, 송파역 2번 출구앞,송파구,서울특별시 송파구 송파대로 지하 354,37.49941254,127.1128693,송파대로38길,송파동,송파,68.7,1
2394, 백토공원 앞,송파구,서울특별시 송파구 양재대로72길 47-8,37.50831985,127.1332169,중대로,오금동,방이,629.2,1
2395, 오금역 7번 출구 인근,송파구,서울특별시 송파구 오금로 지하 321,37.50259399,127.1276474,중대로25길,오금동,오금,63.1,0
2396, 올림픽공원역 1번출구 앞,송파구,서울특별시 송파구 양재대로 지하 1233,37.51657104,127.1315384,성내천자전거길,방이동,올림픽공원,82.0,0
2397, 송파파인타운 7단지,송파구,서울특별시 송파구 충민로4길 19,37.47930527,127.1297989,충민로4길,장지동,장지,326.0,0
2398, 방이역 4번출구,송파구,서울특별시 송파구 양재대로 지하 1127,37.50896835,127.1258392,위례성대로18길,방이동,방이,28.8,1
2399, 잠실근린공원,송파구,서울특별시 송파구 백제고분로15길 7,37.50569153,127.0840378,백제고분로18길,잠실동,잠실새내,691.4,1
2400, 삼전역 4번출구,송파구,서울특별시 송파구 백제고분로 188,37.50419998,127.087532,삼전로,잠실동,잠실새내,839.7,0
2401, 잠실새내역 5번 출구 뒤,송파구,서울특별시 송파구 백제고분로 95,37.51198196,127.0850525,올림픽로12길,잠실동,잠실새내,103.4,1
2402, 아시아지하보도 2번 출구,송파구,서울특별시 송파구 올림픽로 74,37.51216888,127.0789337,올림픽로8길,잠실동,종합운동장,485.6,1
2403, 잠실4동 주민센터 옆,송파구,서울특별시 송파구 올림픽로35길 16,37.52007675,127.1123657,올림픽로34길,신천동,몽촌토성,296.1,1
2404, 거여역 8번출구 뒤,송파구,서울특별시 송파구 오금로 지하 499,37.49312592,127.1438217,오금로,거여동,거여,29.1,1
2405, 마천사거리,송파구,서울특별시 송파구 거마로 51,37.49769974,127.1462021,거마로17길,거여동,거여,541.3,0
2406, 송파체육문화회관 앞,송파구,서울특별시 송파구 양산로 15,37.49068832,127.1431274,양산로,거여동,거여,283.1,0
2407, 송파중학교 정문,송파구,서울특별시 송파구 동남로 203,37.49567032,127.1305924,동남로17길,가락동,개롱,459.6,0
2408, 잠실역 6번출구,송파구,서울특별시 송파구 석촌호수로12길 3-5,37.51408768,127.0990295,잠실로,잠실동,잠실,283.7,0
2409, 잠실주공 521동 건너편,송파구,서울특별시 송파구 석촌호수로12길 3-19,37.51208878,127.0961914,잠실로,잠실동,잠실,572.8,0
2410, 잠실3거리(갤러리아팰리스),송파구,서울특별시 송파구 석촌호수로12길 3-17,37.51050949,127.0933685,석촌호수로,잠실동,잠실새내,650.4,0
2411, 잠실트리지움310동 옆,송파구,서울특별시 송파구 잠실로 62,37.50887299,127.0871658,석촌호수로12길,잠실동,잠실새내,324.7,1
