Unnamed: 0,보관소(대여소)명,자치구,상세주소,위도,경도,shortest_road,법정동,shortest_subway,shortest_subway_meter,public_place_in_100m
2104,섬들근린공원,서초구,서울특별시 서초구 태봉로2길 24,37.46263885,127.026619,태봉로2길,우면동,양재시민의숲,1327.2,1
2105, 서초리슈빌S 글로벌 앞,서초구,서울특별시 서초구 양재대로2길 8,37.45995331,127.0247421,태봉로,우면동,양재시민의숲,1647.2,1
2106, 우솔초등학교 맞은편,서초구,서울특별시 서초구 양재대로2길 74,37.45623398,127.0193481,양재대로,우면동,경마공원,1704.9,0
2107, 서초유치원 맞은편,서초구,서울특별시 서초구 양재대로2길 74,37.4557991,127.0162888,양재대로2길,우면동,경마공원,1516.9,0
2108, 더케이호텔 입구(양재2),서초구,서울특별시 서초구 바우뫼로12길 70,37.46750641,127.0344772,매헌로14길,양재동,양재시민의숲,446.8,0
2109, 잔디마을 마을버스 정류장,서초구,서울특별시 서초구 매헌로 16,37.46332169,127.0360413,양재대로,양재동,양재시민의숲,773.0,1
2110,시민의숲역 1번출구 옆,서초구,서울특별시 서초구 매헌로 지하 116,37.47016525,127.03862,강남대로16길,양재동,양재시민의숲,23.7,0
2111,양재동 꽃시장 입구,서초구,서울특별시 서초구 강남대로 27,37.46768951,127.0403595,강남대로8길,양재동,양재시민의숲,310.7,0
2112, 청계산 입구 삼거리,서초구,서울특별시 서초구 청계산로 10,37.46268845,127.0461121,청계산로,양재동,양재시민의숲,1061.0,0
2113,구룡사 삼거리,서초구,서울특별시 강남구 논현로2길 22,37.47153854,127.0505905,논현로6길,양재동,양재시민의숲,1089.7,0
2114, 잠원역 3번-4번 출구사이,서초구,서울특별시 서초구 잠원로4길 지하 46,37.51298904,127.0111771,잠원로4길,잠원동,잠원,25.8,1
2115, 한신16차아파트 119동 앞,서초구,서울특별시 서초구 나루터로4길 60,37.5161972,127.0092087,잠원로,잠원동,잠원,421.0,0
2116, 바우뫼문화복지회관,서초구,서울특별시 서초구 바우뫼로 43,37.47192764,127.0268402,바우뫼로9길,우면동,양재시민의숲,1045.9,1
2117, 이수역 1번출구,서초구,서울특별시 서초구 동작대로 134,37.48897171,126.9827194,동작대로,방배동,총신대입구,307.5,1
2118, 이수고가차도 남단,서초구,서울특별시 서초구 동작대로 204 청남빌딩,37.49474335,126.9830627,동작대로,방배동,구반포,826.1,1
2119, 서초역 3번출구,서초구,서울특별시 서초동 1748-14,37.49053955,127.0081635,서초대로40길,서초동,서초,152.2,0
2120, 서초4동주민센터,서초구,서울특별시 서초동 1389,37.50231934,127.0222702,서운로26길,서초동,신논현,353.3,1
2121, 주홍교 하부,서초구,서울특별시 잠원동 91-29,37.51034927,127.0160523,나루터로8길,잠원동,반포,452.0,0
2122, 서초포레스타 7단지,서초구,서울특별시 신원동 266,37.44896698,127.0577393,청계산로11길,신원동,청계산입구,267.8,0
2123, 내방역 8번출구 앞,서초구,서울특별시 서초구 방배로 162,37.48802185,126.9941177,서초대로25길,방배동,내방,69.8,2
2124, 교대입구 교차로,서초구,서울특별시 서초동 1748-33,37.4873085,127.010582,반포대로20길,서초동,서초,561.2,0
2125, 일동제약 사거리,서초구,서울특별시 양재동 67-12,37.47782898,127.038269,강남대로27길,양재동,양재,771.5,1
2126, 양재시민의숲역 3번출구,서초구,서울특별시 양재동 316-11,37.46965027,127.0396118,강남대로,양재동,양재시민의숲,113.3,1
2127, 염곡치안센터 건너편,서초구,서울특별시 염곡동 260-1,37.46149445,127.0490723,헌릉로,염곡동,양재시민의숲,1335.7,0
2128, 영동1교 (양재천근린공원),서초구,서울특별시 양재동 261-23,37.47438812,127.0389023,마방로2길,양재동,양재시민의숲,486.3,0
2129, 길마중4교 하부,서초구,서울특별시 잠원동 84-3,37.51483917,127.0156021,나루터로,잠원동,신사,432.0,0
2130, 교대역 5번출구뒤,서초구,서울특별시 서초구 서초중앙로 130,37.49361801,127.014183,서초중앙로,서초동,교대,24.3,4
2131, 서울서초고용센터앞,서초구,서울특별시 서초구 반포대로 43,37.48416138,127.0109711,남부순환로317길,서초동,남부터미널,471.1,0
2132, 연세사랑병원신관앞,서초구,서울특별시 서초구 효령로 10,37.47597885,126.9862824,남부순환로287길,방배동,사당,411.2,1
2133, 방배래미안아트힐 101동앞,서초구,서울특별시 서초구 남부순환로 2311-12,37.47720337,127.0058365,명달로,방배동,방배,866.5,0
2134, 그룹한빌딩옆,서초구,서울특별시 서초구 서초대로 62,37.48652649,126.9891663,방배중앙로13길,방배동,내방,403.1,0
2135, CJ오쇼핑앞,서초구,서울특별시 서초구 과천대로 870-13,37.4681015,126.9868012,과천대로,방배동,남태령,512.7,0
2136, LH서초3단지 301동 맞은편,서초구,서울특별시 서초구 양재대로2길 33,37.45742416,127.0226517,양재대로2길,우면동,경마공원,1991.1,0
2137, 탑성마을입구,서초구,서울특별시 서초구 탑성말길 2,37.4585495,127.0558853,탑성말1길,염곡동,청계산입구,1258.6,0
2138, 능안마을입구,서초구,서울특별시 서초구 능안말길 1-2,37.45561981,127.0671005,능안말1길,내곡동,청계산입구,1376.6,0
2139, 안골마을입구,서초구,서울특별시 서초구 안골2길 3,37.45560837,127.0644531,안골2길,내곡동,청계산입구,1213.8,0
2140, 남태령역 2번출구,서초구,서울특별시 서초구 과천대로 810,37.46429825,126.9885254,과천대로,방배동,남태령,71.6,0
2141, SPC 앞,서초구,서울특별시 서초구 남부순환로 2620,37.48479843,127.0369949,남부순환로354길,도곡동,양재,221.2,1
2142, 두상빌딩 앞,서초구,서울특별시 서초구 언남길 87,37.47590637,127.0462418,언남19길,양재동,양재시민의숲,951.4,0
2143, 남부터미널역 1번출구,서초구,서울특별시 서초구 서초중앙로 38,37.485672,127.0159226,서초중앙로,서초동,남부터미널,76.8,4
2144, 래미안서초스위트앞,서초구,서울특별시 서초구 서운로 221,37.50241089,127.0216065,사평대로52길,서초동,신논현,390.1,2
2145, 한전아트센터 앞,서초구,서울특별시 서초구 효령로72길 60,37.48646927,127.0280609,서운로9길,서초동,양재,635.7,1
2146, 서초 포레스타5단지,서초구,신원동 347-6,37.45066071,127.0570602,청계산로9길,신원동,청계산입구,402.3,0
2147, 서초역1번출구 앞,서초구,서초동 1553-21,37.49195099,127.0085526,반포대로30길,서초동,서초,56.5,0
2148, 반포1동 서초빌딩 앞,서초구,반포동 749-35,37.50381088,127.0213623,강남대로79길,반포동,신논현,338.4,0
2149, 신사역 4번출구 뒤,서초구,잠원동 88,37.51588058,127.0193024,나루터로15길,잠원동,신사,87.6,3
2150, 우성아파트사거리 (기업은행앞),서초구,서초동 1374,37.49325943,127.0295334,강남대로,서초동,강남,457.2,1
2151, LG유플러스 (방배사옥),서초구,방배동 980-53,37.47909164,126.9906769,효령로,방배동,방배,664.6,0
2152, 양재이스타빌 앞,서초구,양재동 4(양재동 3-14 앞),37.48297882,127.0422592,바우뫼로43길,양재동,매봉,594.2,0
2153, 심산기념문화센터,서초구,서초구 반포동 128-13,37.49836349,126.9911499,사평대로8길,반포동,구반포,474.2,1
2154, JW타워,서초구,서초구 서초동 1748-45,37.48303986,127.0214615,남부순환로335길,서초동,남부터미널,515.2,0
2155, 이수역 6번출구 앞,서초구,서초구 방배동 438-35,37.48366165,126.9823227,동작대로,방배동,총신대입구,290.2,0
2156,사평역 2번출구,서초구,서울시 서초구 반포동 30-5 ,37.50364304,127.0160217,사평대로,반포동,사평,91.9,1
2157,서초초등학교 후문,서초구,서울시 서초구 서운로 178,37.49892807,127.0247269,강남대로61길,서초동,강남,343.3,0
2158,본마을 노인복지센터 앞,서초구,서울특별시 서초구 본마을2길 2,37.45441818,127.052742,본마을1길,신원동,청계산입구,840.6,1
2159,서초3교(효령로69길 방면),서초구,서울특별시 서초구 효령로69길,37.48768234,127.0247879,효령로68길,서초동,남부터미널,816.2,0
2160,서초3교(효령로70길 방면),서초구,서울특별시 서초구 효령로70길,37.48731613,127.0248947,효령로68길,서초동,남부터미널,811.3,0
2161,서초2교(사임당로 방면),서초구,서울특별시 서초구 사임당로137,37.49100876,127.0235214,효령로67길,서초동,강남,787.5,0
2162,서초1교 (진흥아파트 방면),서초구,서초구 서초대로65길,37.49619293,127.0210114,서초대로,서초동,강남,621.1,0
2163,서초 크로바타워 앞,서초구,서초구 서초대로 347,37.49556351,127.0191803,서초대로,서초동,교대,510.2,1
2164,뉴코아 킴스클럽 앞,서초구,서초구 잠원로 51,37.51019287,127.0072556,잠원로3길,잠원동,잠원,451.6,0
2165,반포쇼핑타운 8동 앞,서초구,서초구 신반포로 219 반포쇼핑타운,37.50735092,127.0080185,신반포로,잠원동,반포,340.5,1
2166,반포쇼핑타운 2동 앞,서초구,서초구 신반포로 165 ,37.5056076,127.0021591,신반포로,잠원동,고속터미널,261.6,1
2167,반포경남쇼핑 앞,서초구,서초구 신반포로 143 ,37.50478745,126.9999237,반포대로,반포동,신반포,385.0,1
2168,반포중학교 앞(세화여고 맞은편),서초구,서초구 신반포로67,37.50296021,126.9935989,신반포로,반포동,신반포,211.8,0
2169,함지박 사거리,서초구,서초구 방배로 230-1 ,37.4937706,126.9900665,방배로,방배동,내방,747.8,2
2170,우리은행 방배동지점 앞,서초구,서초구 방배로 183,37.48991776,126.9920807,서초대로23길,방배동,내방,284.9,2
2171,삼호3차아파트 앞,서초구,서초구 방배동 757-3,37.4977951,126.9870682,사평대로,방배동,구반포,396.8,0
2172,멤피스아파트 앞,서초구,서초구 방배로 245,37.49420547,126.989357,방배로,방배동,구반포,814.4,1
2173,국립국악원 앞,서초구,서초구 남부순환로 2364,37.47820282,127.0087814,남부순환로,서초동,남부터미널,1000.3,0
2174,한가람미술관 앞,서초구,서초구 남부순환로 2406,37.48087692,127.0145264,남부순환로323길,서초동,남부터미널,482.0,1
2175,신반포역 3번출구 뒤,서초구,서초구 신반포로 ,37.50362396,126.9973221,신반포로19길,반포동,신반포,125.7,0
2176,서초종합체육관 입구,서초구,서초구 원지동 28,37.45899582,127.0413208,양재대로12길,원지동,양재시민의숲,1250.5,0
2177,양재역 8번출구 앞,서초구,서초구 양재동,37.48257065,127.036438,남부순환로350길,양재동,양재,237.0,0
2178,사평리 공원,서초구,서초구 잠원동 51,37.52026749,127.0152512,잠원로,잠원동,신사,612.7,1
2179,대한무역투자진흥공사 KOTRA 앞,서초구,서초구 헌릉로 13,37.46540833,127.0437775,헌릉로,염곡동,양재시민의숲,697.8,0
2180,반포천 앞,서초구,서초구 사평대로 108 ,37.49905014,126.996254,사평대로20길,반포동,신반포,485.3,0
2181,옛골 입구,서초구,청계산로 434,37.43097687,127.0703354,새정3길,신원동,청계산입구,2220.8,0
2182,신논현타워 앞,서초구,서초구 강남대로 479,37.50508881,127.0239105,사평대로57길,반포동,신논현,115.3,4
2183,국립중앙도서관(국제회의장옆),서초구,반포동 산60-1,37.49721146,127.0042725,반포대로,반포동,서초,672.1,1
2184, 반포래미안 리오센트,서초구,서초구 잠원로 104-2 구두수선대,37.51832199,127.0148087,잠원로14길,잠원동,신사,518.3,0
2185,반포1동 자율방범초소 옆,서초구,반포동 28-4,37.50847626,127.0167618,주흥17길,반포동,사평,492.2,0
2186,LH 서초 4단지 403동,서초구,우면동 788,37.45924759,127.0239029,태봉로,우면동,양재시민의숲,1754.9,0
2187,양재동 꽃시장 건너편,서초구,양재동 351,37.46738434,127.0414581,강남대로8길,양재동,양재시민의숲,397.5,0
2188, 매헌역 2번출구앞광역버스 정류장앞(22-297),서초구,강남대로18길25(삼덕빌딩) 앞,37.47171783,127.038887,마방로2길,양재동,양재시민의숲,192.6,0
2189, 서울고앞,서초구,서초동1526-1,37.48339462,127.0073624,효령로,서초동,서초,944.9,0
2190, 서일스포츠센터,서초구,서초동 1313-12,37.49801636,127.0222244,서운로21길,서초동,강남,512.8,0
2191, 서래공원 앞,서초구,반포동63-6,37.50150681,127.003479,사평대로,반포동,고속터미널,388.8,1
2192, 고투몰 gate 15옆,서초구,반포동20-45,37.50723267,127.0094528,잠원로,반포동,반포,226.8,1
2193, 서초케이타운앞,서초구,신원동 산63,37.4572258,127.0590057,헌릉로8길,내곡동,청계산입구,1150.2,0
2194, 염곡동(염통골) 입구,서초구,서울특별시 서초구 헌릉로 73 서초경찰서 염곡치안센터,37.46220779,127.0486755,염곡안1길,염곡동,양재시민의숲,1255.2,0
2195, 반포미도2차아파트 옆,서초구,반포동60-1,37.50320435,127.0065308,사평대로,반포동,고속터미널,226.9,0
2196, 반포종합운동장,서초구,반포동15-2,37.49979782,126.9964676,사평대로20길,반포동,신반포,404.3,0
2197, 탑성마을 버스정거장 옆,서초구,염곡동 189-19,37.45916748,127.0554428,탑성말1길,염곡동,청계산입구,1327.1,0
2198, 이투스교육 앞,서초구,서초동 1354-3,37.48389053,127.0290527,남부순환로,서초동,양재,494.2,0
2199, 고속터미널역 3번출구,서초구,반포동 118-3,37.50365829,127.0059433,사평대로,반포동,고속터미널,155.4,0
2200, 양재근린공원,서초구,양재동 310-6,37.47039795,127.0424118,강남대로10길,양재동,양재시민의숲,355.6,0
2201, 방배역 2번 출구,서초구,방배동 981-16,37.48116684,126.9975891,방배로9길,방배동,방배,28.8,0
2202, 삼성전자R&D어린이집 뒤,서초구,서초구 성촌 1길 20,37.46559143,127.021843,성촌1길,우면동,양재시민의숲,1546.7,0
2203, 신영체르니 아파트,서초구,서울 서초구 논현로27길 57,37.47901154,127.0414429,논현로27길,양재동,양재,829.4,0
2204, 내곡도서관,서초구,신원동 328,37.45199966,127.0539169,청계산로7길,신원동,청계산입구,553.5,1
2205,서울추모공원 입구,서초구,서초구 원지동 산83-9(추모공원내),37.45429993,127.0428314,청계산로,원지동,청계산입구,1381.4,0
2206, 세화고등학교,서초구,서초구 반포동 753,37.50209427,126.9914703,신반포로,반포동,구반포,374.8,0
2207, 몽마르뜨공원입구,서초구,서초구 동광로 몽마르뜨공원 입구,37.4928894,127.0026474,동광로,서초동,서초,478.9,0
2208, SC제일은행 양재동지점 앞,서초구,강남대로 251 해동빌딩앞,37.48573685,127.0331574,강남대로37길,서초동,양재,219.4,2
2209, 이수교차로,서초구,서초구 방배동 752-37,37.49817276,126.9844818,방배중앙로,방배동,구반포,434.7,0
2210, 서울고등학교 건너편,서초구,서초구 서초동 1487-1,37.48285294,127.0059738,효령로40길,서초동,방배,757.7,1
2211, 인재개발원 데이터센터,서초구,서초구 서초동 391,37.4801178,127.0218048,남부순환로340길,서초동,남부터미널,736.1,0
2212, 인재개발원 배움관,서초구,서초구 서초동 391,37.4797554,127.0198517,남부순환로331길,서초동,남부터미널,667.4,0
2213,서울교육청 교육연수원 앞,서초구,서초구 방배동 490-4,37.473423,126.9977722,남부순환로300길,방배동,방배,888.4,0
2214,우면산등산로입구,서초구,서초구 방배동 산 33-2,37.47691727,127.0061112,명달로,방배동,방배,904.3,0
2215, 현대고등학교 건너편,강남구,서울특별시 강남구 압구정로 134,37.52407074,127.0217896,압구정로11길,압구정동,압구정,677.3,0
2216, 교보타워 버스정류장(신논현역 3번출구 후면),강남구,서울특별시 강남구 봉은사로 지하 102,37.5055809,127.0242767,봉은사로1길,논현동,신논현,129.2,5
2217, 논현역 10번출구,강남구,서울특별시 강남구 학동로 지하 102,37.51137161,127.0214615,강남대로132길,논현동,논현,31.2,3
2218, 대현그린타워,강남구,서울특별시 강남구 언주로 626,37.5116272,127.0356522,언주로121길,논현동,언주,506.9,0
2219, MCM 본사 직영점 앞,강남구,서울특별시 강남구 언주로 734,37.52064133,127.0345078,언주로149길,논현동,학동,755.0,2
2220, 압구정역 2번 출구 옆,강남구,서울특별시 강남구 압구정로 지하 172,37.5271225,127.028717,논현로176길,신사동,압구정,23.3,2
2221, 압구정 한양 3차 아파트,강남구,서울특별시 강남구 압구정로 321,37.52838135,127.0390167,압구정로50길,압구정동,압구정로데오,174.1,1
2222, 압구정파출소 앞,강남구,서울특별시 강남구 압구정로 311,37.52930069,127.0355988,언주로174길,압구정동,압구정로데오,485.5,1
2223, 청담역(우리들병원 앞),강남구,서울특별시 강남구 학동로 443,37.51890182,127.0493851,학동로,청담동,청담,354.3,2
2224, 청담동 맥도날드 옆(위치),강남구,서울특별시 강남구 학동로 지하 508,37.52361298,127.0401764,도산대로,청담동,압구정로데오,419.4,1
2225, 학동로 래미안 아파트 앞,강남구,서울특별시 강남구 학동로 지하 508,37.51777267,127.0430222,선릉로132길,청담동,강남구청,167.2,0
2226, 청담역 13번 출구 앞,강남구,서울특별시 강남구 영동대로 703,37.52058029,127.0563278,학동로98길,청담동,청담,295.8,1
2227, 금원빌딩 앞,강남구,서울특별시 강남구 도산대로 539,37.52511597,127.0524674,압구정로79길,청담동,청담,643.0,0
2228, 청담나들목입구,강남구,서울특별시 강남구 영동대로128길 59,37.52127457,127.0610352,학동로105길,삼성동,봉은사,786.2,0
2229, 봉은사역 5번출구 옆,강남구,서울특별시 강남구 봉은사로 지하 601,37.51424789,127.0611191,봉은사로,삼성동,봉은사,77.3,2
2230, 삼성역 8번출구,강남구,서울특별시 강남구 영동대로 502,37.50957489,127.0634079,영동대로,삼성동,삼성,84.0,0
2231, 삼성도로공원,강남구,서울특별시 강남구 영동대로112길 66,37.51588821,127.0662003,봉은사로111길,삼성동,봉은사,558.1,0
2232, 삼성중앙역4번출구(문화센터더 리빌),강남구,서울특별시 강남구 봉은사로 531,37.51357651,127.0550308,봉은사로82길,삼성동,삼성중앙,166.9,1
2233, 포스코사거리 서측(수협 삼성동 지점),강남구,서울특별시 강남구 테헤란로 435,37.50660706,127.0546799,삼성로91길,삼성동,선릉,553.2,0
2234, 도곡역 대치지구대 방향,강남구,서울특별시 강남구 남부순환로 지하 2814,37.4919281,127.0569687,남부순환로391길,대치동,도곡,183.9,1
2235, 학여울역 사거리,강남구,서울특별시 강남구 남부순환로 지하 3104,37.49611664,127.0694428,영동대로50길,대치동,학여울,118.5,0
2236, 삼성역 3번 출구,강남구,서울특별시 강남구 테헤란로 534,37.50809097,127.0631027,테헤란로98길,대치동,삼성,83.7,0
2237, 주식회사 오뚜기 정문 앞,강남구,서울특별시 강남구 영동대로 308,37.50221252,127.0672073,영동대로66길,대치동,학여울,684.9,0
2238, 천주교 대치 2동 교회 옆,강남구,서울특별시 강남구 도곡로 540,37.50043869,127.0662231,영동대로57길,대치동,학여울,570.1,0
2239, 대치삼성아파트 앞 교차로,강남구,서울특별시 강남구 도곡로 447,37.4986496,127.0593185,삼성로63길,대치동,대치,589.1,0
2240, 대치동 삼성로,강남구,서울특별시 강남구 삼성로 350,37.50239563,127.0587997,삼성로71길,대치동,삼성,812.9,0
2241, 뱅뱅사거리 랜드마크타워 앞,강남구,서울특별시 강남구 강남대로 308,37.49055099,127.0314636,도곡로1길,역삼동,양재,764.0,1
2242, 르네상스 호텔 사거리 역삼지하보도 7번출구 앞,강남구,서울특별시 강남구 언주로 506,37.50321198,127.0427322,언주로94길,역삼동,선릉,573.1,0
2243, 르네상스호텔사거리 역삼지하보도 2번출구,강남구,서울특별시 강남구 테헤란로 지하 156,37.50235748,127.04319,언주로,역삼동,선릉,566.9,0
2244, 역삼월드메르디앙아파트 앞,강남구,서울특별시 강남구 도곡로 183,37.49219894,127.0394592,도곡로22길,역삼동,역삼,971.8,1
2245, 동영문화센터앞,강남구,서울특별시 강남구 언주로 337,37.49805069,127.0446014,언주로71길,역삼동,선릉,815.3,0
2246, 선릉역3번출구,강남구,서울특별시 강남구 선릉로 435,37.50400925,127.0490799,선릉로,역삼동,선릉,55.2,0
2247, 양재역 3번출구 주변,강남구,서울특별시 강남구 강남대로 240,37.48515701,127.0340729,강남대로44길,도곡동,양재,122.5,5
2248, 삼호아파트 2동 ( 간선도로),강남구,서울특별시 강남구 선릉로 지하 228,37.49375916,127.0458984,도곡로39길,도곡동,매봉,760.0,0
2249, 3호선 매봉역 3번출구앞,강남구,서울특별시 강남구 남부순환로 2748,37.48676682,127.0467606,남부순환로381길,도곡동,매봉,20.0,0
2250, 강남세브란스교차로 래미안그레이튼 104동 앞,강남구,서울특별시 강남구 선릉로 지하 228,37.49423599,127.0474625,도곡로43길,도곡동,한티,527.5,0
2251, 대모산입구역 2번출구 앞,강남구,서울특별시 강남구 영동대로 101,37.49207687,127.0719757,남부순환로,개포동,대모산입구,102.2,0
2252, 현대아파트 정문 앞,강남구,서울특별시 강남구 언주로 107,37.48326111,127.0522995,개포로31길,개포동,매봉,637.7,0
2253, 삼호물산버스정류장(23370) 옆,강남구,서울특별시 강남구 논현로 82,37.47750854,127.0451737,논현로,개포동,매봉,1057.0,0
2254, 일원역 4~5번 출구 사이,강남구,서울특별시 강남구 일원로 127,37.4833107,127.0849381,광평로20길,일원동,일원,63.6,2
2255, 대청역 1번출구 뒤,강남구,서울특별시 강남구 개포로 623,37.49400711,127.0795136,개포로,개포동,대청,54.8,0
2256, 세곡사거리 대왕파출소 앞,강남구,서울특별시 강남구 헌릉로 623,37.46531677,127.1077271,헌릉로,세곡동,복정,1755.4,0
2257, 리엔파크 2단지 앞,강남구,서울특별시 강남구 헌릉로590길 10,37.46506119,127.1011963,헌릉로570길,세곡동,수서,2476.8,1
2258, 두산건설 본사,강남구,서울특별시 강남구 언주로 726,37.51863861,127.0354004,언주로138길,논현동,학동,590.8,1
2259, 포스코사거리(기업은행),강남구,서울특별시 강남구 테헤란로 501,37.50723267,127.0568543,삼성로92길,삼성동,삼성,585.5,0
2260, 역삼빌딩 앞(하나은행 옆),강남구,서울특별시 강남구 테헤란로 지하 156,37.50154495,127.0385666,테헤란로33길,역삼동,역삼,212.9,0
2261, 래미안그레이튼102동앞,강남구,서울특별시 강남구 선릉로69길 19,37.49482346,127.047905,도곡로43길,역삼동,한티,466.5,0
2262, 청소년수련관(수영장)앞,강남구,서울특별시 강남구 광평로 144,37.48387909,127.0890274,광평로31길,수서동,일원,410.7,0
2263, 서울본부세관(건설회관 앞),강남구,서울특별시 강남구 언주로 721,37.51758957,127.0350266,언주로136길,논현동,학동,477.4,0
2264, 강남구청역 2번출구 뒤,강남구,서울특별시 강남구 학동로 342,37.51681137,127.0404739,선릉로129길,논현동,강남구청,82.5,4
2265, 청담역 2번출구,강남구,서울특별시 강남구 영동대로 647,37.51978683,127.0567627,학동로98길,삼성동,청담,305.3,1
2266, 삼성역 5~6번 출구 사이,강남구,서울특별시 강남구 봉은사로 524,37.50912094,127.0623093,영동대로,삼성동,삼성,81.3,0
2267, 강남구청,강남구,서울특별시 강남구 학동로 지하 346,37.51807022,127.0471191,선릉로132길,삼성동,강남구청,525.4,1
2268, 르네상스호텔사거리 역삼지하보도 3번출구 앞 (더 오번 빌딩 명동칼국수 앞),강남구,서울특별시 강남구 언주로89길 7,37.50194931,127.0427704,언주로,역삼동,역삼,577.5,0
2269, 구룡초사거리 (현대아파트10동 앞 ),강남구,서울특별시 강남구 개포로 303,37.48138428,127.0539169,개포로,개포동,구룡,746.5,0
2270," 국립국악중,고교 정문 맞은편",강남구,서울특별시 강남구 논현로10길 29,37.47560501,127.0503769,개포로22길,개포동,매봉,1298.6,0
2271, 도곡1동 주민센터 교차로,강남구,서울특별시 강남구 도곡로 205,37.4928093,127.0413895,논현로64길,역삼동,매봉,806.0,1
2272, 신사동 가로수길 입구,강남구,서울특별시 강남구 신사동 501-5,37.51763535,127.0224533,강남대로152길,신사동,신사,252.2,3
2273, 강남 을지병원 교차로,강남구,서울특별시 강남구 도산대로 172 ,37.51913834,127.0275192,도산대로25길,논현동,학동,656.2,0
2274, 도산공원교차로,강남구,서울특별시 강남구 도산대로 229 ,37.52124023,127.0318985,언주로151길,신사동,압구정,715.0,0
2275, K+ 타워 앞,강남구,서울특별시 강남구 도산대로 333 ,37.52330017,127.038475,도산대로49길,신사동,압구정로데오,488.1,0
2276, 도곡동 경남아파트 건너편,강남구,서울특별시 강남구 도곡동 874-1,37.48934174,127.0412979,논현로47길,도곡동,매봉,552.1,0
2277, KT선릉타워,강남구,서울특별시 강남구 대치동 1011,37.50542831,127.0528717,선릉로90길,대치동,선릉,356.7,0
2278, 한티역 3번출구,강남구,서울특별시 강남구 대치동 1026,37.49655151,127.0542984,선릉로62길,대치동,한티,130.8,2
2279, 한국우편사업진흥원,강남구,서울특별시 강남구 언주로 651,37.51474762,127.0351334,언주로129길,논현동,학동,312.8,2
2280, 대치역 사거리,강남구,서울특별시 강남구 삼성로 156 ,37.49449921,127.063797,남부순환로395길,대치동,대치,18.6,0
2281, 개포동역 사거리,강남구,서울특별시 강남구 개포동 181-3,37.48927689,127.0655747,개포로,개포동,개포동,53.1,0
2282, 수서역 1번출구 앞,강남구,서울특별시 강남구 수서동 728,37.48735046,127.1009979,광평로47길,수서동,수서,78.0,0
2283, 수서역 6번출구 앞,강남구,서울특별시 강남구 수서동 740,37.48677826,127.1005173,광평로46길,수서동,수서,137.3,0
2284, 수서역 5번출구,강남구,서울특별시 강남구 수서동 724-4,37.48735046,127.1023254,광평로56길,수서동,수서,39.5,2
2285, 삼성동베이직하우스앞,강남구,서울특별시 강남구 봉은사로 456,37.51169586,127.0493469,봉은사로68길,삼성동,삼성중앙,377.3,1
2286, 언주역 6번출구앞,강남구,서울특별시 강남구 논현로 566,37.50636673,127.034523,논현로104길,역삼동,언주,117.4,1
2287, 역삼동 sk뷰 501동앞,강남구,서울특별시 강남구 역삼로 315-1,37.50134277,127.0504684,선릉로76길,역삼동,선릉,373.8,1
2288, 보금자리정원,강남구,서울특별시 강남구 헌릉로569길 39-6,37.46632767,127.0948868,헌릉로569길,세곡동,일원,2138.1,1
2289, 자곡사거리,강남구,서울특별시 강남구 밤고개로 206,37.47602844,127.1059418,자곡로,자곡동,수서,1309.1,0
2290, 학동역,강남구,서울특별시 강남구 학동로 지하 180,37.51395035,127.0301514,논현로131길,논현동,학동,136.6,0
2291, 크린랩 본사,강남구,논현동 279-166,37.50958633,127.0409088,언주로108길,논현동,선정릉,283.3,0
2292, 래미안강남힐즈 사거리,강남구,서울특별시 강남구 자곡로 101,37.47245407,127.096077,자곡로7길,자곡동,수서,1733.3,0
2293, 강남구 도시관리공단,강남구,강남구 삼성동 111-61,37.51678467,127.0516129,학동로82길,삼성동,청담,325.0,0
2294, 경기여자고등학교 후문 (삼성로3길 입구),강남구,강남구 개포동 198,37.48616028,127.0672379,개포로,개포동,개포동,342.1,0
2295, 구룡마을 입구 (래미안블레스티지 아파트),강남구,강남구 개포동 146-1,37.48088074,127.0630417,선릉로4길,개포동,구룡,757.9,0
2296, 구룡터널 입구(개포1단지아파트),강남구,강남구 개포동 146-1,37.47598648,127.0596237,언주로6길,개포동,구룡,1206.4,0
2297, 구룡산 입구 (구룡산 서울둘레길 입구),강남구,강남구 개포동 1277,37.47447205,127.0554504,논현로2길,개포동,구룡,1405.2,0
2298, 구룡사 앞 교차로 (보도육교),강남구,강남구 개포동 1277,37.47200012,127.0513382,양재대로,개포동,양재시민의숲,1163.6,0
2299, 개포래미안포레스트아파트 107동 앞,강남구,강남구 개포로 264,37.48029709,127.0542603,언주로7길,개포동,구룡,832.1,0
2300, 개포1단지아파트 입구 (보도육교),강남구,강남구 개포동 659,37.47929001,127.0557327,언주로7길,개포동,구룡,882.2,0
2301, 영동3교 북단(우성캐릭터 앞 보도),강남구,강남구 도곡동 466,37.48574066,127.0510483,언주로29길,도곡동,매봉,401.5,0
2302, 더라움,강남구,강남구 역삼동 801-7,37.50811005,127.0394516,언주로108길,역삼동,선정릉,485.3,0
2303, 밀알학교 입구 (삼성서울병원 입구),강남구,강남구 일원동 128-10,37.48656082,127.0826721,일원로,일원동,일원,353.9,1
2304, 공무원연금매점 교차로 (개포주공9단지 입구),강남구,강남구 일원동 703-2,37.48871994,127.0745392,영동대로4길,일원동,대모산입구,335.5,0
