,Unnamed: 0,Unnamed: 0.1,No,보관소(대여소)명,자치구,상세주소,위도,경도,shortest_road,법정동,shortest_subway,shortest_subway_meter,public_place_in_100m,shortest_bus,shortest_bus_meter,public_transport_in_100m,schools_in_100m,unis_in_100m,total_schools_in_100m,public_places_and_schools_in_100m,대여소_ID,borrow_count,return_count,balance_rate
2131,1972,1972,1972, 이수역9번출구,동작구, 동작구 사당동 147-141,37.48470306,126.9805908,사당로,사당동,총신대입구,212.8,3,이수역,11.7,4,0,0,0,3,ST-2364,24273,25276,0.02024258814506852
7,1973,1973,1973,흑석한강푸르지오(110동),동작구, 동작구 흑석동 336-7,37.50311279,126.9647141,서달로10라길,흑석동,흑석,634.1,0,푸르지오상가,11.0,2,0,0,0,0,ST-2365,4487,908,-0.6633920296570899
9,1974,1974,1974,상도SH빌아파트 입구,동작구, 동작구 상도로53길 70,37.50321198,126.9545975,상도로47사길,상도동,상도,592.8,1,상도SH빌아파트상도팰리스후문,28.1,1,0,0,0,1,ST-2366,4354,911,-0.6539411206077873
6,1975,1975,1975,숭실대학교(중문),동작구, 동작구 상도동 512-10,37.49550629,126.9563751,상도로61길,상도동,숭실대입구,233.1,1,숭실대정문앞,72.0,2,0,0,0,1,ST-2367,9752,1872,-0.6779077770130764
2495,1976,1976,1976,경문고등학교 앞,동작구, 동작구 동작동 산1-13,37.49150085,126.9824066,동작대로,사당동,총신대입구,582.5,0,경문고교.배나무골앞,15.2,2,0,0,0,0,ST-2368,17573,19396,0.049311585382347374
30,1977,1977,1977,서울특별시 동작관악교육지원청,동작구,동작구 상도2동175-1,37.50251389,126.9406509,장승배기로10가길,상도동,장승배기,296.0,0,현대아이파크,109.7,0,1,0,1,1,ST-2369,2243,663,-0.5437026841018582
299,1978,1978,1978, 상도효성해링턴플레이스,동작구,상도동25-41(마을버스정류소20803 옆),37.50543213,126.9415131,장승배기로10길,상도동,장승배기,217.2,0,상도감리교회,7.1,7,0,0,0,0,ST-2649,12040,9345,-0.1260229132569558
189,1979,1979,1979, 흑석동효사정앞,동작구,흑석동143-57,37.51120377,126.9612808,현충로2길,흑석동,흑석,345.0,0,흑석동효사정앞,26.1,6,0,0,0,0,ST-2650,5782,3824,-0.20383093899646054
121,1980,1980,1980, 노량진근린공원,동작구,여의대방로36길71,37.50680542,126.9285049,여의대방로36길,대방동,대방,749.4,0,숭의여중고교.공군항공안전단,123.3,0,2,0,2,2,ST-2651,5710,3102,-0.2959600544711757
21,1981,1981,1981, 노량진1동 청소년독서실,동작구,만양로3길 8,37.50785828,126.9471359,만양로,노량진동,상도,561.8,0,우성아파트,51.3,6,0,0,0,0,ST-2652,6801,1772,-0.5866091216610289
362,1982,1982,1982, 구로교 아래,동작구,신대방동 702-2,37.48500824,126.9035034,시흥대로,신대방동,구로디지털단지,188.1,0,구로디지털단지역,139.6,0,0,0,0,0,ST-2653,26265,21454,-0.10081938012112576
2065,1983,1983,1983, 신대방삼거리,동작구,보라매로 99,37.49845505,126.9279785,보라매로,신대방동,신대방삼거리,140.8,0,신대방삼거리역.성대시장,25.8,6,0,0,0,0,ST-2654,36433,37728,0.017462008333220966
2297,1984,1984,1984, 우성아파트 앞,동작구,시흥대로 676,37.49157715,126.9088135,신대방16다길,신대방동,신대방,596.3,0,강남성심병원.대림성모병원,73.0,1,0,0,0,0,ST-2826,42058,44707,0.030530743963579784
726,1985,1985,1985, 중대후문 마을버스정류장,동작구,양녕로 282,37.50444412,126.9502564,양녕로,상도1동,상도,273.8,1,중대후문입구,15.2,5,0,0,0,1,ST-2827,14016,13188,-0.030436700485222762
2475,1986,1986,1986, 대방역2번출구,동작구,서울특별시 동작구노량진로10,37.51262665,126.9274139,여의대방로54길,대방동,대방,120.9,0,대방역2번출구앞,22.9,4,0,0,0,0,ST-2803,25713,28201,0.0461475683495938
342,1987,1987,1987, 롯데캐슬 101동 앞,동작구,동작구 상도동 159-250,37.50157547,126.9459076,양녕로34가길,상도동,상도,225.5,0,밤골터널.상도역롯데캐슬파크엘,26.4,4,0,0,0,0,ST-3064,3424,2747,-0.10970669259439313
650,1988,1988,1988, 이수성결교회 옆,동작구,동작구 동작동 산 28-4,37.49814987,126.9836884,동작대로,동작동,구반포,480.7,0,갯마을앞,73.9,1,0,0,0,0,ST-3065,2145,1985,-0.0387409200968523
1166,1989,1989,1989, 보라매공원역 2번출구,동작구,동작구 신대방동  385-18,37.49582291,126.9178162,여의대방로16길,신대방동,보라매,505.3,0,보라매공원입구,27.7,2,0,0,0,0,ST-3117,7531,7427,-0.006952801176627892
1797,1990,1990,1990, 보라매병원역 1번출구,동작구,동작구 신대방동 395-61,37.49308014,126.9238358,보라매로5길,신대방동,보라매,811.8,1,서울특별시.보라매병원,68.6,1,0,0,0,1,ST-3105,33538,34145,0.008968278592851972
2618,1991,1991,1991, 흑석동주민센터 입구,동작구,흑석동 25-21,37.50682831,126.9667358,현충로8길,흑석동,흑석,343.7,0,흑석동명수대현대아파트,55.3,1,0,0,0,0,ST-3106,3030,3526,0.07565588773642465
1965,1992,1992,1992, 봉림교 교통섬,관악구,서울특별시 관악구 관천로 52,37.48408508,126.9268875,남부순환로,신림동,신림,250.4,2,봉림교,44.3,3,0,0,0,2,ST-702,178987,184146,0.01420691592336692
1405,1993,1993,1993, 신림동 우방아파트,관악구,서울특별시 관악구 관천로27길 2,37.4891777,126.9192734,관천로27길,신림동,신대방,574.1,0,우방아파트,6.6,1,0,0,0,0,ST-703,33050,33028,-0.00033293985895456885
2504,1994,1994,1994, 사당역 5번출구,관악구,서울특별시 동작구 남부순환로 지하 2089,37.47608948,126.9813309,남현1길,남현동,사당,58.1,0,사당역4번출구,60.9,3,0,0,0,0,ST-712,30469,33712,0.05052897274894439
1691,1995,1995,1995, 미성동 신림체육센터,관악구,서울특별시 관악구 난곡로 295,37.48025131,126.9146042,난곡로57길,신림동,신대방,810.6,1,신림청소년독서실.신림체육센터,8.8,5,0,0,0,1,ST-704,29569,29948,0.006367928491019373
2691,1996,1996,1996, 세이브마트,관악구,서울특별시 관악구 난곡로 210,37.47372818,126.9184036,난곡로,신림동,신대방,1593.6,2,세이브마트앞,22.6,3,0,0,0,2,ST-705,36438,47077,0.12739028916961026
1702,1997,1997,1997, 도림천 신화교,관악구,서울특별시 관악구 신림로 40,37.4754715,126.9364548,신림로,신림동,봉천,903.4,0,서림동주민센터.신화단지,9.3,1,0,0,0,0,ST-713,50164,50821,0.006505916720304996
1881,1998,1998,1998, 은천치안센터,관악구,서울특별시 관악구 봉천로 375,37.48334122,126.9431992,봉천로,봉천동,봉천,158.7,0,봉천역6번출구,25.3,1,0,0,0,0,ST-714,32134,32893,0.011672074676672767
1674,1999,1999,1999, 은천로입구 가로공원,관악구,서울특별시 양천구 가로공원로 지하 133,37.48622513,126.9358292,봉천로,봉천동,신림,585.6,0,은천교,1.2,3,0,0,0,0,ST-882,64520,65286,0.005901113970078425
1933,2000,2000,2000, 조원동 미성아파트,관악구,서울특별시 관악구 시흥대로 560,37.48319244,126.9020309,시흥대로,신림동,구로디지털단지,236.8,2,구로디지털단지역,47.4,4,0,0,0,2,ST-950,226,232,0.013100436681222707
1595,2001,2001,2001, 서울대입구역 1번출구,관악구,서울특별시 관악구 남부순환로 1830,37.48086929,126.9533157,남부순환로,봉천동,서울대입구,66.0,1,서울대입구역,79.3,2,0,0,0,1,ST-965,29301,29533,0.003943298092939457
1663,2002,2002,2002, 서울대입구역 마에스트로,관악구,서울특별시 관악구 남부순환로 지하 1822,37.4813385,126.9506455,관악로17길,봉천동,서울대입구,185.4,2,서울대입구역5번출구,45.8,2,0,0,0,2,ST-715,24273,24550,0.0056735554963849005
1096,2003,2003,2003, 관악동작견인차량보관소,관악구,서울특별시 관악구 신사로 7,37.4846611,126.9039002,조원로,신림동,구로디지털단지,231.0,0,구로디지털단지역,97.9,1,0,0,0,0,ST-934,12134,11913,-0.009190335592797439
409,2004,2004,2004, 관악구시설관리공단,관악구,서울특별시 관악구 남부순환로 1369,37.47991562,126.9028397,남부순환로,신림동,구로디지털단지,607.3,1,모두의학교.금천문화예술정보학교,141.5,0,0,0,0,1,ST-883,32918,27771,-0.08480943828370874
1801,2005,2005,2005, 에이스에이존빌딩,관악구,서울특별시 관악구 남부순환로 지하 1822,37.48170471,126.9508286,봉천로,봉천동,서울대입구,176.4,1,서울대입구역5번출구,18.5,5,0,0,0,1,ST-717,20020,20385,0.009033535453532979
1352,2006,2006,2006, 중앙동 동진빌딩,관악구,서울특별시 관악구 관악로 217,37.48425674,126.9546967,관악로25길,봉천동,서울대입구,376.3,1,관악프라자,75.6,2,0,0,0,1,ST-884,25803,25722,-0.0015720524017467249
1054,2007,2007,2007, 낙성대로 입구,관악구,서울특별시 관악구 남부순환로 1889,37.47805786,126.960495,남부순환로,봉천동,낙성대,309.3,0,낙성대입구,42.0,2,0,0,0,0,ST-719,17262,16890,-0.01089248067463106
128,2008,2008,2008, 난곡종점,관악구,서울특별시 관악구 난곡로 99,37.46488571,126.9194794,난곡로,신림동,신림,2327.1,0,보성운수차고지맞은편,30.6,6,0,0,0,0,ST-707,12322,6947,-0.278945456432612
874,2009,2009,2009, 관악구청교차로,관악구,서울특별시 관악구 관악로 153,37.47916412,126.9525833,관악로,봉천동,서울대입구,231.6,1,관악구청,52.4,3,0,0,0,1,ST-720,15223,14640,-0.019522486019489
208,2010,2010,2010, 낙성대 과학전시관,관악구,서울특별시 관악구 낙성대로 101,37.46905518,126.9581451,낙성대로15길,봉천동,낙성대,1002.4,0,서울과학전시관,39.1,4,0,0,0,0,ST-721,11058,7548,-0.1886488229603354
94,2011,2011,2011, 영어마을 관악캠프,관악구,서울특별시 관악구 낙성대로 70,37.47198868,126.9584274,낙성대로,봉천동,낙성대,719.5,0,낙성대공원.관악복합평생교육센터,28.2,2,0,0,0,0,ST-722,4713,2224,-0.3588006342799481
2582,2012,2012,2012, 신림역 5번출구,관악구,서울특별시 관악구 남부순환로 지하 1614,37.48440933,126.9289093,남부순환로,신림동,신림,74.9,4,신림역4번출구,56.4,5,0,0,0,4,ST-708,25779,29377,0.06523315686416709
2480,2013,2013,2013, 신림역 8번출구,관악구,서울특별시 관악구 신림로 340,37.48450851,126.930069,신림로,신림동,신림,46.3,8,신림역,12.0,2,0,0,0,8,ST-976,4142,4550,0.04693971468016567
1218,2014,2014,2014, KT&G 관악지점,관악구,서울특별시 관악구 남부순환로 1675,37.48490143,126.9365311,남부순환로,봉천동,봉천,551.6,0,KT&G관악지점,54.4,3,0,0,0,0,ST-723,11477,11364,-0.004947243991068692
1134,2015,2015,2015, 서울신성초등학교,관악구,서울특별시 관악구 신림로 114,37.4711647,126.9370194,신림로18길,신림동,봉천,1315.4,0,신성초등학교,27.0,2,1,0,1,1,ST-951,16241,15984,-0.007975174553917766
1561,2016,2016,2016, 신림1교 교차로,관악구,서울특별시 관악구 신림로 270,37.47842789,126.9318619,서원2길,신림동,신림,668.3,0,서원동문화교앞,52.5,3,0,0,0,0,ST-724,41567,41840,0.003273106573788771
693,2017,2017,2017, 미림여고입구 교차로,관악구,서울특별시 관악구 신림로 137,37.47229385,126.9334106,신림로,신림동,신림,1361.4,0,삼성동시장입구,51.8,3,0,0,0,0,ST-885,4163,3892,-0.033643699565487274
852,2018,2018,2018, 서울산업정보학교,관악구,서울특별시 관악구 신림로 67,37.4706955,126.9421997,서림11가길,신림동,봉천,1295.1,0,서울산업정보학교.삼성교,20.3,1,0,0,0,0,ST-886,8698,8339,-0.02107178493866291
1094,2019,2019,2019, 난우길입구,관악구,서울특별시 관악구 문성로 115,37.47777557,126.9167557,문성로,신림동,신대방,1121.4,0,신림고등학교,23.4,3,0,0,0,0,ST-709,15867,15575,-0.00928694103428535
1151,2020,2020,2020, 은천초등학교 육교,관악구,서울특별시 관악구 은천로 69,37.48635864,126.9429245,은천로,봉천동,봉천,452.9,0,은천초등학교,53.0,2,1,0,1,1,ST-725,16769,16524,-0.007358904274171748
1012,2021,2021,2021, 낙성대역 3번출구 뒤,관악구,서울특별시 관악구 남부순환로 지하 1928,37.47702789,126.9633942,남부순환로,봉천동,낙성대,28.6,0,낙성대역,114.4,1,0,0,0,0,ST-887,19180,18700,-0.012671594508975714
1291,2022,2022,2022, 신림푸르지오아파트,관악구,서울특별시 금천구 남부순환로 1428,37.48072052,126.9093247,남부순환로,신림동,신대방,821.1,2,관악구보훈회관.신림푸르지오,51.0,1,0,0,0,2,ST-952,20770,20634,-0.0032847067916143367
526,2023,2023,2023, 인헌초교,관악구,서울특별시 관악구 봉천동 244-1 ,37.47509003,126.9592285,낙성대로3길,봉천동,낙성대,444.6,0,낙성대현대아파트,25.1,2,0,0,0,0,ST-1156,9265,8210,-0.060371959942775395
1701,2024,2024,2024, 관악우체국,관악구,서울특별시 관악구 남부순환로 1641,37.48476791,126.9328766,신림로64길,신림동,신림,286.6,1,관악우체국(양지병원),26.3,2,0,0,0,1,ST-1259,42521,43077,0.006495478866328653
515,2025,2025,2025, JK장평타워,관악구,서울특별시 관악구 남부순환로 1943,37.47648239,126.9653626,남부순환로247길,봉천동,낙성대,155.8,0,서울미술고.인헌중고,17.1,2,0,0,0,0,ST-1260,5885,5184,-0.06333002077875147
897,2026,2026,2026, 낙성대역 1번출구,관악구,서울특별시 관악구 남부순환로 1944,37.47629547,126.9649582,봉천로,봉천동,낙성대,132.2,0,낙성대역,9.5,3,0,0,0,0,ST-1262,14986,14441,-0.018520406429469536
2265,2027,2027,2027, 봉천역 2번출구,관악구,서울특별시 관악구 남부순환로 1728,37.48218918,126.942131,장군봉1길,봉천동,봉천,28.5,0,봉천역,36.9,4,0,0,0,0,ST-1264,32839,34719,0.02782794043636579
2064,2028,2028,2028, 조원동 강남힐병원,관악구,서울특별시 관악구 남부순환로 1451,37.48152924,126.9120331,남부순환로,신림동,신대방,665.8,1,관악구보훈회관.신림푸르지오,72.6,1,0,0,0,1,ST-1265,27149,28114,0.01746195465320377
1246,2029,2029,2029, 서울대입구역 5번출구,관악구,서울특별시 관악구 남부순환로 1817,37.48154831,126.9520035,봉천로,봉천동,서울대입구,73.1,2,중앙동주민센터,52.0,6,0,0,0,2,ST-1337,35243,34944,-0.004260048157066124
387,2030,2030,2030, 나들목공원,관악구,서울특별시 관악구 신림로 41,37.46940613,126.9445114,신림로3길,신림동,봉천,1456.5,0,신림중.삼성고.관악아트홀?도서관,116.7,0,1,0,1,1,ST-1267,13146,10932,-0.09195115873411414
1939,2031,2031,2031, 당곡사거리,관악구,서울특별시 관악구 보라매로 3,37.48974991,126.9274674,신림로73길,봉천동,신림,647.1,1,롯데백화점관악점,49.5,3,0,0,0,1,ST-1268,91961,94435,0.013272817013240628
1386,2032,2032,2032, 삼성디지털프라자관악점,관악구,서울특별시 관악구 신림로 386,37.48856354,126.9284821,신림로71길,신림동,신림,496.3,0,당곡사거리,31.2,1,0,0,0,0,ST-1269,17489,17465,-0.00068661669622933
1895,2033,2033,2033, 신림동걷고싶은문화의거리입구,관악구,서울특별시 관악구 신림로 369,37.48730087,126.9287033,신림동길,신림동,신림,355.5,1,신림동별빛거리입구,78.5,1,0,0,0,1,ST-1270,35630,36506,0.012143728512809138
1599,2034,2034,2034, 보라매공원 보도육교,관악구,서울특별시 관악구 신사로 132,37.48899078,126.9163818,신사로,신림동,신대방,332.5,0,우방아파트,92.3,2,0,0,0,0,ST-1357,46910,47292,0.004055115602641133
2104,2035,2035,2035, 신대방역 2번 출구,관악구,신림동 신대방역 2번출구,37.48712921,126.9130173,신대방2길,신림동,신대방,38.7,0,신대방역,33.4,10,0,0,0,0,ST-1546,149784,155605,0.01906093539714921
260,2036,2036,2036, 서울대학교 정문,관악구,서울특별시 관악구 관악로 1 서울대학교,37.46709442,126.9493256,신림로3길,신림동,서울대입구,1599.5,1,서울대학교,42.3,3,0,0,0,1,ST-1547,12451,9167,-0.15191044499953743
1407,2037,2037,2037, 양녕로 입구,관악구,남부순환로 1761,37.48218918,126.9461594,남부순환로,봉천동,봉천,377.9,0,신협,116.7,0,0,0,0,0,ST-1548,27531,27513,-0.0003270111183780249
1123,2038,2038,2038, 동방1교,관악구,신림로 144,37.47182846,126.9339218,신림로,신림동,신림,1422.7,1,삼성동시장입구,62.8,2,0,0,0,1,ST-1678,76646,75394,-0.008234675085503814
52,2039,2039,2039, 구암초등학교 버스정류장,관악구,관악구 봉천동 490-9,37.48949051,126.9459229,양녕로,봉천동,봉천,867.8,0,은천동벽산블루밍아파트105동,14.5,3,1,0,1,1,ST-1702,5577,2076,-0.45746765974127795
993,2040,2040,2040, 대학동 고시촌,관악구,서울특별시 관악구 신림로 97 밀라트,37.47046661,126.938652,신림로,신림동,봉천,1351.0,0,신림2동차고지,40.2,5,0,0,0,0,ST-1757,13188,12843,-0.013253428604356344
1168,2041,2041,2041, 낙성대입구삼거리,관악구,남부순환로 1889,37.4788208,126.95961,남부순환로237길,봉천동,낙성대,417.7,0,낙성대입구,8.6,2,0,0,0,0,ST-2370,14039,13848,-0.006849069458887654
540,2042,2042,2042, 현대시장사거리,관악구,은천로 110,37.4867363,126.9475174,양녕로10길,봉천동,봉천,695.2,2,현대시장앞,25.9,7,0,0,0,2,ST-2371,25301,22510,-0.05837568760327121
1964,2043,2043,2043, 봉천역 4번출구,관악구,남부순환로 1719,37.48275375,126.9414063,봉천로,봉천동,봉천,61.1,1,봉천역,46.5,8,0,0,0,1,ST-2373,31183,32074,0.014085397663499692
1249,2044,2044,2044,도원맨션,관악구,남부순환로 1699,37.48368835,126.9391556,남부순환로,봉천동,봉천,283.3,1,봉천역,144.9,0,0,0,0,1,ST-2374,12340,12237,-0.004190910200594052
965,2045,2045,2045,대학동주민센터,관악구,신림로 115,37.47068787,126.9364853,대학2길,신림동,봉천,1381.1,0,대학동고시촌입구,10.7,2,0,0,0,0,ST-2375,17000,16511,-0.01459222344901674
1442,2046,2046,2046,은천교회,관악구,남부순환로 1654,37.48464584,126.9345093,봉천로,신림동,신림,426.9,0,관악우체국,79.5,1,0,0,0,0,ST-2379,22515,22536,0.00046613837650662585
1687,2047,2047,2047, 봉천역 3번출구,관악구,남부순환로 1700,37.4833107,126.9390259,장군봉2길,봉천동,봉천,274.5,1,봉천역,157.0,0,0,0,0,1,ST-2380,14036,14212,0.006230529595015576
