,Unnamed: 0,Unnamed: 0.1,No,보관소(대여소)명,자치구,상세주소,위도,경도,shortest_road,법정동,shortest_subway,shortest_subway_meter,public_place_in_100m,shortest_bus,shortest_bus_meter,public_transport_in_100m,schools_in_100m,unis_in_100m,total_schools_in_100m,public_places_and_schools_in_100m,대여소_ID,borrow_count,return_count,balance_rate
1007,1857,1857,1857,도림고가도로 밑,영등포구,영등포구 도림동 187-68,37.51124191,126.8981857,도림로,도림동,신도림,670.2,0,영등포아트자이,85.3,2,0,0,0,0,ST-1975,21277,20737,-0.01285285857095254
1399,1858,1858,1858,문래현대2차,영등포구,영등포구 선유서로13길 6,37.5202179,126.882164,영등포로2길,문래동6가,도림천,660.4,0,문래중학교,231.6,0,0,0,0,0,ST-1976,36754,36719,-0.00047636546758673254
946,1859,1859,1859,문래동 주민센터,영등포구,영등포구 문래동3가 55-6,37.51707077,126.899086,문래로28길,문래동3가,문래,394.2,1,문래주민자치센터,25.9,4,0,0,0,1,ST-1977,28555,27692,-0.0153430405177165
800,1860,1860,1860,양남사거리1,영등포구,영등포구 양평동1가 19-2,37.5218277,126.8897247,선유로,양평동1가,문래,620.5,0,GS홈쇼핑앞,92.9,1,0,0,0,0,ST-1978,15585,14818,-0.025227773574976152
816,1861,1861,1861,신길 래미안 프레비뉴,영등포구,영등포구 가마산로 442,37.50438309,126.9080887,신길로29길,신길동,신풍,504.6,0,신풍시장,156.8,0,0,0,0,0,ST-1982,13493,12857,-0.02413662239089184
1717,1862,1862,1862,신풍역 6번출구,영등포구,영등포구 신풍로 43,37.50017166,126.9113083,신풍로10길,신길동,신풍,122.3,0,신풍역,79.3,1,0,0,0,0,ST-1983,39523,40070,0.006872463658864473
577,1863,1863,1863,영등포 푸르지오,영등포구,도신로29길 28,37.51202393,126.9010544,도영로20길,영등포동,영등포,697.8,0,대우미래사랑,32.1,2,0,0,0,0,ST-1985,29229,26442,-0.05006197122379695
562,1864,1864,1864,강변삼성래미안,영등포구,영등포구 버드나루로 130,37.52974319,126.9078293,버드나루로23길,당산동,당산,710.9,0,삼성래미안3차아파트,66.8,2,0,0,0,0,ST-1986,28110,25261,-0.0533810496336962
2343,1865,1865,1865,영등포역 1번출구,영등포구,청구로 64,37.5148468,126.9077301,영신로,영등포동,영등포,73.5,0,영등포역후문,30.9,4,0,0,0,0,ST-1990,57657,61654,0.03350068308873448
1155,1866,1866,1866,래미안에스티움 앞 (신풍로),영등포구,신풍로77(GS25),37.50013733,126.9139786,신풍로,신길동,신풍,358.1,0,래미안에스티움,38.5,2,0,0,0,0,ST-1991,28168,27764,-0.007223056568690552
483,1867,1867,1867,서울특별시 남부교육지원청,영등포구,영등포구 문래로121,37.51933289,126.8953018,문래로,문래동3가,문래,162.6,0,양화중학교.홈플러스,4.3,4,1,0,1,1,ST-1992,16210,14120,-0.06890867128255852
1741,1868,1868,1868, 코레일유통본사,영등포구,영등포구 국회대로 612,37.52617645,126.9019775,영신로55길,당산동3가,영등포시장,479.2,0,서울시립청소년성문화센터,117.6,0,0,0,0,0,ST-2806,26389,26787,0.007484579509553182
992,1869,1869,1869, 당산삼성2차아파트,영등포구,영등포구 당산동4가 94-1,37.52762222,126.8986359,당산로36길,당산동4가,영등포구청,378.1,0,당산삼성아파트,124.5,0,0,0,0,0,ST-2807,50394,49067,-0.01334191291058807
2233,1870,1870,1870, 대림우성2차아파트,영등포구,영등포구 도림로47길 1,37.49519348,126.900177,대림로,대림동,대림,459.0,0,우성2차아파트,50.0,2,0,0,0,0,ST-2808,12820,13483,0.025206250237615482
901,1871,1871,1871, 리버뷰신안인스빌1차 후문,영등포구,영등포구 경인로77길 49,37.51374817,126.8885117,경인로71길,문래동4가,신도림,609.4,0,신도림4차e편한세상,184.9,0,0,0,0,0,ST-2563,27578,26596,-0.01812677668254144
745,1872,1872,1872, 리버뷰신안인스빌2차 후문,영등포구,영등포구 도림로143길 27,37.51288223,126.8902664,경인로77길,문래동4가,신도림,470.3,0,남성아파트,183.4,0,0,0,0,0,ST-2564,29057,27441,-0.02860278239937697
2651,1873,1873,1873, 대영중고 후문,영등포구,영등포구 가마산로 426,37.50545502,126.9062653,가마산로,신길동,신풍,678.9,0,래미안영등포프레비뉴아파트,62.6,2,0,0,0,0,ST-2809,20857,25011,0.09056422778407605
414,1874,1874,1874, 신길역 2번출구,영등포구,영등포구 신길동 42-7 ,37.51756287,126.9169846,영등포로60길,신길동,신길,51.6,0,신길역1호선,83.0,4,0,0,0,0,ST-2810,43579,36881,-0.08324633358190406
1784,1875,1875,1875, 양평동성원아파트,영등포구,영등포구 양평로17길 36,37.53374481,126.8936539,선유로43길,양평동4가,선유도,474.6,1,선유고등학교,96.7,1,1,0,1,2,ST-2811,28998,29499,0.008564541771372891
931,1876,1876,1876, 양평역 1번출구,영등포구,영등포구 양평동3가 22-1,37.52572632,126.8860016,선유서로,양평동3가,영등포구청,883.5,0,양평역,49.1,2,0,0,0,0,ST-2812,68325,66156,-0.016128672451870524
1314,1877,1877,1877, 여의도 은하아파트,영등포구,영등포구 여의도동 52,37.51850891,126.9344864,국제금융로,여의도동,샛강,553.4,0,여의동주민센터,15.6,2,0,0,0,0,ST-2813,17815,17719,-0.002701637867957449
2004,1878,1878,1878, 63스퀘어,영등포구,영등포구 여의도동 6,37.52070999,126.9396591,63로,여의도동,노량진,761.6,0,63빌딩.한강유람선,79.1,2,0,0,0,0,ST-2814,46306,47766,0.0155200272131984
1827,1879,1879,1879, 영등포 신세계백화점,영등포구,영등포구 영등포4가 442-6,37.51803589,126.9036484,영신로30길,영등포동4가,영등포,450.3,1,영등포소방서.타임스퀘어,26.4,4,0,0,0,1,ST-2815,106567,108687,0.009848829754615478
2344,1880,1880,1880, 대림성원상떼빌아파트,영등포구,영등포구 대림로 256,37.5038414,126.8961563,도신로6길,대림동,신도림,691.8,1,YDP미래평생학습관,37.0,4,0,0,0,1,ST-2816,30213,32308,0.033508741063002834
2120,1881,1881,1881, 한림대학교 강남성심병원 신관,영등포구,영등포구 시흥대로 665,37.49128342,126.90802,시흥대로,대림동,신대방,621.0,0,강남성심병원.대림성모병원,4.5,2,0,0,0,0,ST-2817,26677,27758,0.019858546890787178
1788,1882,1882,1882, 영등포로터리,영등포구,영등포구 영등포동2가 174-1,37.51874924,126.9122086,영등포로53길,영등포동2가,신길,474.3,0,영등포로터리,163.1,0,0,0,0,0,ST-2818,42991,43739,0.00862446673584688
1360,1883,1883,1883, 힐스테이트클래시안아파트,영등포구,영등포구 신길동 242-193,37.50508881,126.9133453,가마산로,신길동,신풍,632.6,0,신길파크자이아파트,25.0,5,0,0,0,0,ST-2819,23185,23127,-0.0012523751943340818
1695,1884,1884,1884, 문래동롯데캐슬아파트,영등포구,영등포구 선유로9길 30,37.51800156,126.8845978,선유서로9길,문래동6가,도림천,442.9,0,문래롯데캐슬,9.8,2,0,0,0,0,ST-2820,86231,87349,0.00644083419748819
597,1885,1885,1885, 두산위브아파트,영등포구,영등포구 신길로60나길 9,37.51470184,126.9121399,신길로60나길,영등포동,영등포,408.7,0,영등포공원.영등포문화원,32.7,1,0,0,0,0,ST-2821,12329,11224,-0.0469154672440878
1397,1886,1886,1886, 영등포시장역 포레나영등포,영등포구,영등포구 영등포동7가 23-4,37.52341461,126.9054031,영중로,영등포동7가,영등포시장,86.0,0,신화병원,125.8,1,0,0,0,0,ST-2822,65534,65471,-0.0004808976756612343
2158,1887,1887,1887, 대림동 e편한세상영등포아델포레,영등포구,영등포구 대림동 917-49,37.49582291,126.9083557,신길로8길,신길동,신풍,492.6,1,태양의집,54.1,4,0,0,0,1,ST-2823,40884,42674,0.02142224562579286
1955,1888,1888,1888,보라매sk뷰 108동 앞,영등포구,여의대방로35가길19(신길동),37.50160599,126.91745,신풍로19길,신길동,보라매,326.2,0,레미안에스티움북문,57.4,2,0,0,0,0,ST-2800,20712,21289,0.013737768148377419
359,1889,1889,1889,보라매sk뷰,영등포구,여의대방로35가길19(신길동),37.50400543,126.9202805,여의대방로39길,신길동,보라매,458.9,0,신길한성아파트,28.5,5,0,0,0,0,ST-2801,12858,10464,-0.10264985850270131
447,1890,1890,1890, 국회의사당 본관,영등포구,국회의사당 경내,37.5325737,126.9140472,한강남자전거길,여의도동,국회의사당,600.3,0,여의도요트나루,133.6,0,0,0,0,0,ST-2643,10151,8714,-0.07617280678505169
1518,1891,1891,1891, 국회3문,영등포구,국회의사당 경내,37.52974701,126.9131699,올림픽대로,여의도동,국회의사당,454.0,0,여의2교(가상),374.6,0,0,0,0,0,ST-2644,8416,8453,0.0021933724583555634
1256,1892,1892,1892, 국회소통관,영등포구,국회의사당 경내,37.53050232,126.9128952,올림픽대로,여의도동,국회의사당,514.3,0,여의도시민요트나루,361.5,0,0,0,0,0,ST-2645,9266,9192,-0.0040091017445010296
553,1893,1893,1893, 국회도서관,영등포구,국회의사당 경내,37.53054047,126.9181747,여의서로,여의도동,국회의사당,271.6,0,국회의사당,72.5,2,0,0,0,0,ST-2646,8145,7286,-0.055667163502041345
419,1894,1894,1894, 의정관,영등포구,국회의사당 경내,37.53214645,126.9174728,여의서로,여의도동,국회의사당,450.0,0,국회의사당,223.5,0,0,0,0,0,ST-2647,6566,5571,-0.08198072011205405
331,1895,1895,1895, 국회2문,영등포구,국회의사당 경내,37.52864075,126.9151077,여의서로1길,여의도동,국회의사당,251.6,0,국회의사당역,209.8,0,0,0,0,0,ST-2648,5615,4459,-0.11475084375620409
638,1896,1896,1896, 국회6문,영등포구,국회의사당 경내,37.53271866,126.9179916,여의서로,여의도동,국회의사당,512.2,0,국회의사당,252.3,0,0,0,0,0,ST-2694,6434,5934,-0.04042690815006468
813,1897,1897,1897, KRX한국거래소(1),영등포구,영등포구 여의나루로 76,37.52347946,126.9271164,여의나루로,여의도동,여의도,330.6,0,한국거래소공항방면,13.7,3,0,0,0,0,ST-2899,18256,17384,-0.0244668911335578
1181,1898,1898,1898, KRX한국거래소(2),영등포구,영등포구 여의나루로 76,37.52410507,126.9281082,여의나루로,여의도동,여의도,442.4,0,한국거래소,107.4,0,0,0,0,0,ST-2900,12135,11983,-0.006302346794924953
1593,1899,1899,1899,양남사거리2,영등포구,양평1가 19-2,37.52194977,126.8904953,선유로,양평동1가,문래,583.9,1,GS홈쇼핑앞,109.0,0,0,0,0,1,ST-2852,18439,18584,0.0039164843475677285
34,1900,1900,1900, 신길자이아파트,영등포구,"영등포구 가마산로79길19
(신길자이@ 104동 쪽)",37.50601196,126.9158859,신길로42길,신길동,보라매,791.0,0,신길GS자이아파트후문,12.4,1,0,0,0,0,ST-2901,14008,4350,-0.5260921669027128
2637,1901,1901,1901, 신길우성4차아파트,영등포구,"영등포구 도신로
(신길우성4차 401동 앞)",37.51283264,126.9176331,도신로,신길동,신길,477.8,3,대신시장.기업은행,115.1,0,0,0,0,3,ST-2902,42943,50496,0.08083348494739884
2166,1902,1902,1902, 양평교 영등포대여소,영등포구,영등포구 양평동5가 51-1,37.53972626,126.8903656,양평로25길,양평동5가,선유도,337.4,0,동양아파트,226.0,0,0,0,0,0,ST-2920,39071,40802,0.021671904147834688
1176,1903,1903,1903, 오목교 동측 지하보도,영등포구,영등포구 양평동2가 41-87,37.52364349,126.8818359,영등포로,양평동2가,오목교,595.8,0,벽산아파트,44.0,1,0,0,0,0,ST-2958,33165,32734,-0.006540311689099986
1448,1904,1904,1904, 대림우성아파트 사거리,영등포구,영등포구 양평동2가 41-87,37.49484634,126.9002914,도림로48길,대림동,대림,448.4,0,우성2차아파트,86.6,1,0,0,0,0,ST-2959,11266,11278,0.0005322924059616749
594,1905,1905,1905, 도림천 건널목 위,영등포구,영등포구 대림동 646-1,37.50208282,126.8931885,새말로18길,대림동,신도림,756.0,0,삼각공원,74.0,1,0,0,0,0,ST-3040,22608,20550,-0.04768524954817183
1328,1906,1906,1906, 영등포구 총괄 우체국,영등포구,영등포구 당산동4가 93-6 앞,37.52915192,126.8944778,선유로,당산동4가,영등포구청,482.1,0,당산유원제일1차아파트,154.6,0,0,0,0,0,ST-3011,24381,24273,-0.0022197558268590455
755,1907,1907,1907,양평역2번출구 뒤,영등포구,영등포로5길 50,37.5255661,126.8858414,선유서로,양평동2가,영등포구청,896.1,0,양평역,44.8,2,0,0,0,0,ST-3030,19240,18190,-0.028052364413572
427,1908,1908,1908, 대림동현대2차 201동 앞,영등포구,영등포구 대림동 640-2,37.50300598,126.8938294,도신로,대림동,신도림,673.1,0,현대2차아파트후문,22.7,2,0,0,0,0,ST-3041,5143,4380,-0.08012181035388008
604,1909,1909,1909, 여의도역2번출구 앞,영등포구,여의도동 의사당대로 88,37.52260971,126.9230118,의사당대로,여의도동,여의도,151.1,0,여의도지하차도입구,85.4,1,0,0,0,0,ST-3061,19167,17503,-0.04537769293700573
2108,1910,1910,1910, 신한금융투자 앞,영등포구,여의대로 70,37.52508926,126.9240799,여의대로4길,여의도동,여의도,384.7,0,여의도환승센터,42.9,2,0,0,0,0,ST-3072,54861,57028,0.01936740877119288
1208,1911,1911,1911, 하이투자증권 앞,영등포구,여의대로 66,37.52464294,126.9234238,여의대로4길,여의도동,여의도,341.9,0,여의도환승센터,112.2,0,0,0,0,0,ST-3073,20298,20086,-0.005249603803486529
2576,1912,1912,1912, U레지던스 앞,영등포구,영등포로 383,37.51382446,126.9209366,영등포로79길,신길동,신길,494.9,2,신길새마을금고,82.3,1,0,0,0,2,ST-3102,17565,19966,0.06397378167381632
2452,1913,1913,1913, 영등포역5번출구,영등포구,경인로 846,37.51669312,126.9080734,경인로,영등포동,영등포,137.7,0,영등포역.페어필드메리어트,4.8,2,0,0,0,0,ST-3142,24264,26482,0.04370787845347417
1732,1914,1914,1914, 여의도 삼부아파트,영등포구,여의도동 30-2,37.52539444,126.9304581,여의나루로6길,여의도동,여의나루,287.0,0,삼부아파트,42.3,2,0,0,0,0,ST-3160,4454,4520,0.007354579897481613
1161,1915,1915,1915,삼덕빌딩 앞,영등포구,영등포로 384-1,37.51350021,126.9208679,영등포로,신길동,신길,518.2,2,신길새마을금고,75.3,1,0,0,0,2,ST-3171,1148,1132,-0.007017543859649123
2222,1916,1916,1916,보라주유소 앞,영등포구,신길동 70-23,37.51319885,126.923523,영등포로,신길동,대방,253.3,1,대방역,24.3,5,0,0,0,1,ST-3170,700,735,0.024390243902439025
1078,1917,1917,1917,당산역11번출구,영등포구,당산동5가 14-4,37.53363037,126.9014587,당산로45길,당산동5가,당산,110.5,3,당산역,48.6,4,0,0,0,3,ST-3187,561,550,-0.009900990099009901
2558,1918,1918,1918, 노들역 1번출구,동작구,서울특별시 동작구 노량진로 지하 238,37.51284409,126.9524689,노량진로23길,본동,노들,66.8,0,노들역5번출구앞,39.1,6,0,0,0,0,ST-683,74748,84226,0.059619812044736875
2127,1919,1919,1919, 사육신공원앞,동작구,서울특별시 동작구 노량진로 191,37.51335907,126.9480591,노량진로,노량진동,노들,459.4,1,사육신공원,8.8,1,0,0,0,1,ST-877,26615,27702,0.020012150891985936
2136,1920,1920,1920, 유한양행앞,동작구,서울특별시 동작구 노량진로 74,37.51293945,126.9342423,등용로14길,대방동,샛강,704.4,0,KT동작전화국,69.3,2,0,0,0,0,ST-685,33363,34754,0.0204207466564881
209,1921,1921,1921, 노량진근린공원 대방공원,동작구,서울특별시 동작구 여의대방로44길 20,37.5093689,126.9280701,여의대방로44길,대방동,대방,465.5,0,대방동주공아파트,79.7,1,0,0,0,0,ST-686,12423,8484,-0.18840579710144928
2050,1922,1922,1922, 보라매역 8번출구,동작구,서울특별시 동작구 상도로 지하 2,37.50007629,126.9210815,상도로,대방동,보라매,62.1,1,서울공업고등학교,45.1,2,0,0,0,1,ST-726,22424,23194,0.016879302029900477
1968,1923,1923,1923, 대림사거리(동작상떼빌아파트),동작구,서울특별시 동작구 시흥대로 634,37.48836136,126.9062271,시흥대로,신대방동,구로디지털단지,547.9,1,동작상떼빌아파트,78.4,2,0,0,0,1,ST-727,20179,20761,0.014215925744992673
489,1924,1924,1924, 장승배기역 5번출구,동작구,서울특별시 동작구 상도로 지하 188,37.50585175,126.9393616,장승배기로11길,노량진동,장승배기,107.5,1,7호선장승배기역5번출구,90.5,1,0,0,0,1,ST-687,37602,32768,-0.06869404575813556
2322,1925,1925,1925, 신대방삼거리역 6번출구쪽,동작구,서울특별시 동작구 상도로 지하 76,37.49985504,126.9295654,상도로11길,대방동,신대방삼거리,115.3,1,상도3동주민센터,48.6,1,0,0,0,1,ST-728,53699,57260,0.03209293522832758
2537,1926,1926,1926, 신대방삼거리역 3번출구쪽,동작구,서울특별시 동작구 상도로 지하 76,37.49964523,126.9270935,여의대방로24아길,대방동,신대방삼거리,104.7,1,7호선신대방삼거리역4번출구,36.7,4,0,0,0,1,ST-688,17312,19333,0.05515077091008323
1315,1927,1927,1927, 장승배기역2번출구뒷편쪽,동작구,서울특별시 동작구 상도로 지하 188,37.50449753,126.9389877,상도로,상도동,장승배기,46.7,1,7호선장승배기역.상도2치안센터,38.4,7,0,0,0,1,ST-690,17483,17390,-0.002666819602557853
690,1928,1928,1928, 상도역 1번출구,동작구,서울특별시 동작구 상도로 지하 272,37.50217819,126.948204,상도로38가길,상도1동,상도,77.3,0,상도역1번출구,55.7,3,0,0,0,0,ST-691,11616,10852,-0.03400391668150258
2644,1929,1929,1929, 흑석역 1번출구,동작구,서울특별시 동작구 현충로 지하 90,37.50938034,126.9636154,현충로,흑석동,흑석,68.2,0,흑석역.흑석동빗물펌프장,120.4,1,0,0,0,0,ST-692,47693,56741,0.08663845107915047
2664,1930,1930,1930, 흑석역 4번출구,동작구,서울특별시 동작구 현충로 지하 90,37.50858688,126.9634934,서달로15길,흑석동,흑석,27.8,0,흑석역.흑석동빗물펌프장,33.4,3,0,0,0,0,ST-932,13861,16934,0.09978892677382692
2621,1931,1931,1931, 중앙대학교 정문 1,동작구,서울특별시 동작구 흑석로 47,37.50704193,126.9591522,흑석로,흑석동,흑석,446.1,0,중앙대정문,36.2,3,0,0,0,0,ST-693,12974,15121,0.07641929168891262
2657,1932,1932,1932, 이수역 11번출구쪽,동작구,서울특별시 동작구 사당로 지하 310,37.48550797,126.9816208,사당로,사당동,총신대입구,89.9,3,이수역,119.5,2,0,0,0,3,ST-923,37074,44936,0.09586635776124863
2181,1933,1933,1933, 사당동 아르테스 웨딩앞,동작구,서울특별시 동작구 동작대로 지하 3,37.48149109,126.9815826,사당로30길,사당동,총신대입구,530.8,0,농협.아르테스웨딩,78.5,3,0,0,0,0,ST-729,26289,27510,0.02269558913734456
1566,1934,1934,1934, 사당역 7번출구쪽,동작구,서울특별시 동작구 동작대로 지하 3,37.47689056,126.9805756,남부순환로,사당동,사당,106.0,1,사당역9번출구앞,91.5,1,0,0,0,1,ST-924,18926,19052,0.0033177102533045446
2010,1935,1935,1935, 정금마을 마을버스정류장,동작구,서울특별시 동작구 동작대로 66-29,37.4947052,126.9823914,동작대로,동작동,구반포,858.5,1,정금마을,46.6,2,0,0,0,1,ST-694,16561,17089,0.015690936106983654
546,1936,1936,1936, 동작역 5번출구 동작주차공원,동작구,서울특별시 동작구 현충로 지하 220,37.50318909,126.97715,반포천자전거길,동작동,동작,192.2,0,동작역.국립현충원,34.5,4,0,0,0,0,ST-695,13868,12367,-0.05721364589289118
593,1937,1937,1937, 동작역 7번출구,동작구,서울특별시 동작구 현충로 지하 220,37.50318146,126.9760895,반포천자전거길,동작동,동작,285.4,0,동작역.국립현충원,49.8,3,0,0,0,0,ST-696,6300,5726,-0.047729918509895226
262,1938,1938,1938, 비계 버스정류소,동작구,서울특별시 동작구 현충로 151,37.5063591,126.9690781,현충로,흑석동,흑석,545.0,0,비계,44.5,2,0,0,0,0,ST-697,3922,2894,-0.15082159624413147
626,1939,1939,1939, 사당중학교 버스정류소,동작구,서울특별시 동작구 사당로 169,37.48683548,126.9680481,사당로6길,사당동,남성,376.9,0,사당중학교,24.9,2,0,0,0,0,ST-731,7176,6594,-0.04226579520697168
445,1940,1940,1940, 삼일초등학교 인근,동작구,서울특별시 동작구 사당로23나길 27,37.48907852,126.9735642,사당로27길,사당동,남성,537.9,1,대림아파트후문,110.0,0,0,0,0,1,ST-732,10532,9027,-0.07694667416534588
2645,1941,1941,1941, 노량진역 5번출구,동작구,서울특별시 동작구 노량진로 지하 130,37.51324844,126.9399719,노량진로,노량진동,노량진,244.5,1,9호선노량진역.동작구청,27.9,2,0,0,0,1,ST-699,66985,79742,0.08694377994506805
1373,1942,1942,1942, 삼익아파트,동작구,서울특별시 동작구 만양로 84,37.51054764,126.9448471,만양로12길,노량진동,노량진,459.1,0,강남교회.오거리,30.8,2,0,0,0,0,ST-700,32514,32455,-0.0009081254136588219
940,1943,1943,1943, 동작구민 체육센터,동작구,서울특별시 동작구 여의대방로16길 53,37.49449921,126.9165268,여의대방로16길,신대방동,보라매,688.9,0,동작구민체육센터.기상청,58.5,2,0,0,0,0,ST-733,30171,29238,-0.015704691208402767
133,1944,1944,1944, 상도 아이파크 아파트,동작구,서울특별시 동작구 장승배기로 26,37.5008812,126.9417496,장승배기로1길,상도동,장승배기,501.6,0,현대아이파크,13.0,2,0,0,0,0,ST-701,8903,5072,-0.2741323792486583
2626,1945,1945,1945, 동작경찰서,동작구,서울특별시 동작구 노량진동 113-7 ,37.5135231,126.9435272,노량진로16길,노량진동,노량진,122.3,0,노량진역,24.8,3,0,0,0,0,ST-1150,51491,60143,0.07750326961320028
1995,1946,1946,1946, 보라매공원 정문,동작구,서울특별시 동작구 신대방동 395 ,37.49707794,126.9177933,여의대방로,신대방동,보라매,387.9,0,보라매공원입구,93.1,1,0,0,0,0,ST-1151,37316,38465,0.015162111875008247
2634,1947,1947,1947, 남성역3번출구 뒤,동작구,서울특별시 동작구 사당동 1131 ,37.48463058,126.97155,사당로14가길,사당동,남성,26.7,2,두산위브아파트,65.7,5,0,0,0,2,ST-1152,34001,39862,0.07934960670430391
259,1948,1948,1948, 한강 현대아파트 건너편,동작구,동작구 흑석동 27-83 ,37.50592804,126.9692307,현충로14길,흑석동,흑석,581.3,0,비계,80.3,2,0,0,0,0,ST-1153,3516,2587,-0.15222021956414877
849,1949,1949,1949, 사당새마을금고,동작구,서울특별시 사당동 211-2 ,37.48665237,126.9678421,사당로6길,사당동,남성,378.1,0,사당중학교,29.5,2,0,0,0,0,ST-1154,10676,10229,-0.02138244439129395
321,1950,1950,1950, 흑석한강푸르지오 106동앞,동작구,서울특별시 동작구 흑석한강로 27,37.50535583,126.9661789,흑석한강로,흑석동,흑석,437.4,0,흑석한강푸르지오,49.2,3,0,0,0,0,ST-1355,3973,3135,-0.11789532920652786
2142,1951,1951,1951, 서울시여성가족재단,동작구,서울특별시 동작구 여의대방로54길 18,37.51198959,126.9270859,여의대방로54길,대방동,대방,162.5,0,대방역2번출구앞,98.2,2,0,0,0,0,ST-1356,13584,14161,0.02079653991710218
2039,1952,1952,1952, 양문교회 앞,동작구,동작구 신대방동 607-8,37.48939896,126.9071121,시흥대로181길,신대방동,신대방,575.6,0,신대방1동경남아파트,71.2,1,0,0,0,0,ST-1542,22321,23070,0.016501068493754267
2177,1953,1953,1953, 보라매역?동작세무서 버스정류장(강남중학교방면),동작구,서울특별시 동작구 여의대방로122,37.49766922,126.9198685,여의대방로22길,신대방동,보라매,249.4,0,보라매역.동작세무서,48.0,3,0,0,0,0,ST-1543,34081,35636,0.02230445945752112
107,1954,1954,1954, 총신대 앞(육교),동작구,동작구  사당동 1112,37.48815918,126.9664764,사당로,사당동,남성,578.5,0,총신대,45.6,2,0,0,0,0,ST-1544,4008,2054,-0.3223358627515671
377,1955,1955,1955, 숭실대 입구역3번 출구 앞,동작구,동작구  상도동 514,37.4966011,126.953682,상도로55길,상도동,숭실대입구,64.7,0,숭실대입구역3번출구,9.9,6,0,0,0,0,ST-1667,13109,10817,-0.09579536905458497
2525,1956,1956,1956, 노량진역 2번 출구 앞,동작구,동작구  노량진동 67-3,37.51391983,126.9430695,노량진로,노량진동,노량진,63.7,0,노량진역2번출구,25.7,5,0,0,0,0,ST-1545,35367,39350,0.05330781482125888
29,1957,1957,1957, 대림아파트 후문 상가 옆,동작구,동작구 사당로23길 137,37.48886871,126.9719086,사당로23길,사당동,남성,477.8,0,대림아파트후문,34.3,2,0,0,0,0,ST-1742,11674,3386,-0.550332005312085
1367,1958,1958,1958, 보라매 두산위브 건너편,동작구,서울특별시 영등포구 신길동 4490 ,37.49651337,126.9148026,여의대방로9길,신대방동,신풍,585.1,0,대방중학교,110.8,0,0,0,0,0,ST-286,35104,35030,-0.00105512305016112
2712,1959,1959,1959,노들나루공원 입구,동작구, 동작구 본동 258-49,37.51357651,126.9555512,노량진로32길,본동,노들,219.7,0,한강대교남단(가상),71.5,2,0,0,0,0,ST-2349,0,0,
2531,1960,1960,1960,노들역 3번출구,동작구, 동작구 노량진로 250-1,37.51193619,126.9541626,노량진로26길,본동,노들,134.4,0,상도터널노량진동,25.6,4,0,0,0,0,ST-2350,23724,26421,0.05378402632366138
69,1961,1961,1961,흑석 아크로리버하임(103동),동작구, 동작구 흑석동 143-57,37.51083755,126.9616318,현충로4길,흑석동,흑석,293.9,0,효사정,79.1,4,0,0,0,0,ST-2351,4477,1820,-0.42194695886930284
956,1962,1962,1962,중앙대학교 중앙광장,동작구, 동작구 흑석동 221-1,37.50667191,126.9577789,흑석로,흑석동,흑석,573.6,0,중앙대정문,18.5,5,0,0,0,0,ST-2352,4219,4095,-0.014914601876353139
2105,1963,1963,1963, 대방지하보도(대방동경남아너스빌아파트),동작구, 동작구 대방동 341-15,37.51213455,126.9254379,노량진로,대방동,대방,157.9,0,대방역,79.4,2,0,0,0,0,ST-2353,44131,45861,0.01922393101609032
1873,1964,1964,1964,7호선 이수역7번출구,동작구, 동작구 동작대로 89,37.4846077,126.9817963,사당로30길,사당동,총신대입구,184.5,2,이수시너스.이수역7번출구,82.5,1,0,0,0,2,ST-2355,19471,19922,0.011448734546746884
1002,1965,1965,1965,흑석롯데캐슬에듀포레(107동),동작구, 동작구 흑석동 86-212,37.50470352,126.9607315,서달로,흑석동,흑석,522.5,0,중앙대부속초등학교.롯데캐슬에듀포레,52.6,2,0,0,0,0,ST-2356,7917,7713,-0.013051823416506719
370,1966,1966,1966,e편한세상 상도노빌리티 앞,동작구, 동작구 상도동 26-77,37.50456238,126.946785,상도로,상도동,상도,216.1,0,상도노빌리티아파트,27.1,7,0,0,0,0,ST-2357,17231,14155,-0.09800548015038552
910,1967,1967,1967,강남중학교 앞,동작구, 동작구 대방동 466-45,37.50274277,126.9215775,가마산로90길,대방동,보라매,334.4,0,대방초등학교,64.1,2,0,0,0,0,ST-2358,23610,22801,-0.017431212428088167
285,1968,1968,1968,삼일수영장 앞,동작구, 동작구 사당로27길 103,37.48712158,126.9743576,사당로23나길,사당동,남성,392.5,0,삼일공원,34.4,4,0,0,0,0,ST-2359,23570,17978,-0.13459131606816213
587,1969,1969,1969,상도중앙하이츠빌 입구,동작구, 동작구 상도동 159-186,37.50024796,126.9497299,상도로38길,상도동,상도,329.1,0,상도역,112.7,0,0,0,0,0,ST-2361,9273,8403,-0.04921928038017651
2584,1970,1970,1970,사당역10번출구(금강빌딩),동작구, 동작구 동작대로 29,37.4791069,126.9815064,동작대로5길,사당동,사당,286.4,0,사당역10번출구,47.0,4,0,0,0,0,ST-2362,23728,27046,0.06534840666482845
1860,1971,1971,1971,기아자동차 사당점 앞,동작구, 동작구 사당로 272,37.48377991,126.9779205,사당로24길,사당동,총신대입구,453.2,0,남성초등학교,73.2,5,0,0,0,0,ST-2363,26472,27052,0.010836260369180182
