,보관소(대여소)명,자치구,위도,경도,public_place_in_100m,public_transport_in_100m,total_schools_in_100m,population_per_station,area_per_station,거치대 개수
2365, 구룡역 4번 출구,강남구,37.48670578,127.0605011,1,0,0,40,202.65,5
2366, 구룡역 5번 출구,강남구,37.48607635,127.0592194,0,3,0,0,0,6
2367, 개포동역 4번출구,강남구,37.48929596,127.0661697,1,4,0,0,0,5
2368,KT&G타워 옆(상상마당 대치아트홀),강남구,37.50687408,127.0647354,0,3,0,0,357.28,6
2369, 구역삼세무서 교차로,강남구,37.49524307,127.0393753,0,2,0,248,202.66,6
2370, 신사스퀘어,강남구,37.51916885,127.0189743,0,0,0,0,0,6
2371, 강남경찰서,강남구,37.50971985,127.0667954,0,3,0,0,167.7,10
2372, 섬유센터 앞,강남구,37.50767136,127.060173,1,1,0,0,300.84,5
2373, 극동스포츠 앞,강남구,37.5257225,127.0258865,2,1,0,0,239.81,5
2374, SB타워 앞,강남구,37.52210999,127.0364609,1,0,0,0,257.96,5
2375, 노보텔 앰배서더 앞,강남구,37.50570297,127.0291977,1,2,0,28,299.11,6
2376, 도곡동 골프 로데오거리,강남구,37.49107361,127.0361939,0,1,0,96,243.84,6
2377, 레베쌍트 빌딩 앞,강남구,37.51292038,127.056427,0,2,0,164,264.21,7
2378, 도심공항타워 앞,강남구,37.50999069,127.0584717,2,2,0,0,260.99,6
2379, 영동중앙교회 버스정류장,강남구,37.49775314,127.0385742,0,2,0,191,280.24,6
2380, 청담역 1번출구,강남구,37.51973724,127.0576782,0,1,0,329,350.27,5
2381,일원에코파크 주차장,강남구,37.49404526,127.0867844,0,2,0,218,180.7,5
2382,매봉역 1번출구,강남구,37.48661041,127.0455093,0,4,0,197,164.23,5
2383,학여울역사거리(은마아파트),강남구,37.49665833,127.0693817,0,0,0,0,0,6
2384, 가락시장역 3번 출구,송파구,37.49317932,127.1185455,0,2,0,0,835.77,15
2385, 밀리아나2빌딩 앞,송파구,37.49372864,127.1206207,0,1,0,0,798.48,20
2386, 거여역 3번출구,송파구,37.49334335,127.1447296,1,3,0,21,80.965,10
2387, 종합운동장역 4번출구,송파구,37.51042938,127.071373,0,2,0,0,31.65,15
2388, 9호선종합운동장역 9번출구,송파구,37.51128006,127.0782394,1,1,0,124,260.915,20
2389, 마천중앙시장,송파구,37.49975586,127.152504,0,2,0,700,208.12,10
2390, 풍납현대아파트쉼터,송파구,37.52974701,127.1199646,0,2,0,0,119.91,25
2391, 잠실나루역 (2번 출구 쪽),송파구,37.52045059,127.1042023,2,1,0,0,0,20
2392, 롯데월드타워(잠실역2번출구 쪽),송파구,37.51312637,127.1009598,1,3,0,0,0,30
2393, 송파역 2번 출구앞,송파구,37.49941254,127.1128693,1,3,1,0,0,10
2394, 백토공원 앞,송파구,37.50831985,127.1332169,1,1,1,8,147.54,12
2395, 오금역 7번 출구 인근,송파구,37.50259399,127.1276474,0,3,0,0,0,10
2396, 올림픽공원역 1번출구 앞,송파구,37.51657104,127.1315384,0,5,0,0,0,15
2397, 송파파인타운 7단지,송파구,37.47930527,127.1297989,0,0,0,464,0,15
2398, 방이역 4번출구,송파구,37.50896835,127.1258392,1,5,0,0,140.625,12
2399, 잠실근린공원,송파구,37.50569153,127.0840378,1,0,0,168,105.14,15
2400, 삼전역 4번출구,송파구,37.50419998,127.087532,0,2,0,322,272.05,10
2401, 잠실새내역 5번 출구 뒤,송파구,37.51198196,127.0850525,1,1,0,0,0,23
2402, 아시아지하보도 2번 출구,송파구,37.51216888,127.0789337,1,4,0,255,0,15
2403, 잠실4동 주민센터 옆,송파구,37.52007675,127.1123657,1,1,1,209,0,10
2404, 거여역 8번출구 뒤,송파구,37.49312592,127.1438217,1,2,0,21,80.965,10
2405, 마천사거리,송파구,37.49769974,127.1462021,0,0,0,48,233.52,10
2406, 송파체육문화회관 앞,송파구,37.49068832,127.1431274,0,2,0,0,102.53,15
2407, 송파중학교 정문,송파구,37.49567032,127.1305924,0,1,1,67,199.29,10
2408, 잠실역 6번출구,송파구,37.51408768,127.0990295,0,3,0,0,0,13
2409, 잠실주공 521동 건너편,송파구,37.51208878,127.0961914,0,2,0,0,0,10
2410, 잠실3거리(갤러리아팰리스),송파구,37.51050949,127.0933685,0,2,0,0,0,9
2411, 잠실트리지움310동 옆,송파구,37.50887299,127.0871658,1,1,0,301,211.9,14
2412, 문정 법조단지3,송파구,37.48084259,127.1180115,0,0,0,0,0,13
2413, 문정 법조단지4,송파구,37.48057556,127.1185684,0,0,0,0,0,10
2414, 문정 법조단지5,송파구,37.48123932,127.1197968,0,2,0,0,0,10
2415, 문정 법조단지6,송파구,37.48163223,127.1191635,0,1,0,0,0,10
2416, 문정 법조단지7,송파구,37.4845314,127.120163,0,1,0,0,593.37,29
2417, 문정 법조단지8,송파구,37.48153687,127.1221237,1,1,0,0,0,11
2418, 문정 법조단지9,송파구,37.47946548,127.1253281,1,4,0,7149,0,10
2419, 문정 법조단지10,송파구,37.47750854,127.1263275,0,0,0,0,0,30
2420, 문정 법조단지11,송파구,37.4788208,127.1235123,1,0,0,0,0,15
2421, 방이초등학교,송파구,37.51396179,127.1216736,0,2,0,0,0,25
2422, 아주중학교건너편,송파구,37.50546265,127.0773468,0,2,0,522,0,10
2423,문정2동 주민센터,송파구,37.48987198,127.1108398,1,0,1,0,0,10
2424, 석촌역 2번출구,송파구,37.50593185,127.1077499,0,2,0,49,242.18,10
2425, 오금역 3번 출구 뒤,송파구,37.50165176,127.1281815,0,6,0,137,191.85,10
2426, 문정현대아파트 교차로,송파구,37.49113083,127.1258087,1,0,0,109.5,144.91,8
2427, 가락시장역 사거리,송파구,37.49209976,127.1177521,1,3,0,0,0,20
2428, 가락미륭아파트 앞,송파구,37.49319839,127.1289978,0,3,0,285,0.33,10
2429, 방이역 1번출구,송파구,37.50898361,127.1265945,1,3,0,0,140.625,20
2430, 방이동 한양3차아파트 옆,송파구,37.50630188,127.1213989,0,2,0,98,0,8
2431, 송파여성문화회관 앞,송파구,37.50580215,127.1097183,1,1,0,201,220.31,10
2432, 장지공영차고지,송파구,37.48054123,127.1370163,0,3,0,0,2.45,10
2433, 천호역 10번 출구 앞,송파구,37.53858185,127.1228027,1,2,0,0,201.33,8
2434, 문정동 근린공원,송파구,37.48598862,127.1247635,0,2,0,26,162.5,10
2435, 문정동 글샘 공원,송파구,37.47880936,127.1200028,1,2,0,0,110.55,10
2436, 올림픽공원 남2문 앞,송파구,37.51424026,127.1230698,0,1,0,0,233.48,14
2437, 몽촌토성역 1번출구 옆,송파구,37.51728821,127.1141968,1,3,0,0,0,15
2438, 리센츠아파트,송파구,37.51194382,127.091217,0,2,0,633,0,10
2439, 송파도서관,송파구,37.49998474,127.1353912,1,2,0,0,98.17,15
2440, 영파여고 앞,송파구,37.53284836,127.121048,0,4,0,9,190.19,20
2441, 거여초등학교 옆,송파구,37.50458908,127.1393662,0,0,0,377,167.5,15
2442, 성내6교,송파구,37.50375748,127.1370926,0,2,0,235,201.99,8
2443, 송파구청 교차로,송파구,37.51579666,127.1068192,0,0,0,0,0,16
2444, 마천금호어울림 1차아파트 건너편,송파구,37.49751663,127.1546783,1,4,0,228.5,98.82,10
2445, 송파파크데일 2단지입구 앞 주차장,송파구,37.49565887,127.1571732,1,0,0,352,158.9,13
2446, 송파소방서 맞은편(성내4교),송파구,37.49987411,127.1414795,0,2,0,298,47.9,10
2447, 오금공원 사거리,송파구,37.50541306,127.131691,0,3,0,0,0,8
2448, 위례별 유치원 뒤,송파구,37.4774704,127.1445923,0,3,0,0,0,10
2449, 위례중앙푸르지오 1단지 앞,송파구,37.47437668,127.1406708,0,1,0,253,0,10
2450, 위례아이파크 101동 맞은편,송파구,37.47753143,127.1415176,0,2,0,322,0,8
2451, 문정중교 사거리,송파구,37.48799896,127.1310883,0,1,0,7,95.64,15
2452, 풍납토성 서성벽터B,송파구,37.53147125,127.1110916,0,1,0,0,0,10
2453, 위례송파꿈에그린아파트24단지 앞 성벽 다리 밑,송파구,37.47458267,127.1375427,0,0,0,269,0,10
2454, 서울체육고등학교 앞,송파구,37.52193832,127.1318665,0,2,0,0,0,10
2455, 석촌호수 서호 사거리,송파구,37.50656128,127.0965576,0,0,0,446,129.97,14
2456, 잠실역 8번출구,송파구,37.51396179,127.1003037,1,1,0,0,0,25
2457, 석촌호수교차로 (송파나루근린공원 앞),송파구,37.50867844,127.1034317,0,1,0,0,0,10
2458, 석촌호수교차로(동호 팔각정 앞),송파구,37.50920105,127.1041184,0,0,0,120,399.73,15
2459, 송파소방서 (방이119안전센터),송파구,37.51987839,127.1367111,0,0,2,151,101.72,15
2460, 오륜사거리,송파구,37.50693893,127.1392212,0,2,0,0,0,15
2461, 석촌호수 아뜰리에,송파구,37.5067482,127.0988312,0,2,0,0,0,16
2462, 송파 글마루 도서관,송파구,37.48095322,127.1301041,2,2,0,248,0,10
2463, 풍납토성 서성벽터A,송파구,37.53131104,127.1112824,0,1,0,0,0,10
2464, 복정역 1번 출구 앞,송파구,37.47129822,127.1270905,0,1,0,0,0,15
2465, 위례동주민센터 맞은편 근린공원,송파구,37.48173904,127.1432266,1,2,0,0,495.26,15
2466, 송파구청,송파구,37.5150528,127.1062698,2,0,0,0,799.88,10
2467, 보성중고등학교 후문 앞,송파구,37.52048874,127.1352005,0,0,2,0,0,10
2468, 송파지역자활센터 뒤,송파구,37.53641891,127.1161652,0,0,0,322,205.8,7
2469, 문정·가락 대여소 앞,송파구,37.48871994,127.1098251,0,0,0,0,0,7
2470, 잠실나들목,송파구,37.51678085,127.0904923,0,0,0,0,0,18
2471, 가락고등학교 앞,송파구,37.50186157,127.1172333,0,2,0,99,94.51,15
2472, 테라타워2,송파구,37.48834991,127.1207809,0,2,0,0,0,15
2473, 거여동 사거리,송파구,37.49704742,127.1403503,0,0,3,60,0.74,10
2474, 가락삼환아파트 앞,송파구,37.49618149,127.138031,0,2,0,300,249.69,15
2475, 삼전역 1번출구,송파구,37.50471115,127.0875626,0,1,0,304,281.47,14
2476, 석촌고분역 4번출구,송파구,37.50233841,127.0964432,1,0,0,73,216.38,9
2477, 송파나루역 4번 출구옆,송파구,37.50997925,127.1123123,1,2,0,0,80.84,12
2478, 한성백제역 2번 출구,송파구,37.51665878,127.1162567,0,0,0,0,0,15
2479, 올림픽공원역 3번출구,송파구,37.51625824,127.1305924,0,6,0,0,0,20
2480,석촌동 주민센터,송파구,37.50362396,127.1035538,1,0,0,248,190.53,15
2481,가락종합 사회복지관,송파구,37.4955368,127.1072006,0,1,0,713,39.37,15
2482,"경찰병원역 1,2번 출구 사이",송파구,37.49569321,127.1238556,1,1,0,0,0,15
2483,문정시영아파트 5동 앞 공원,송파구,37.4911232,127.135109,0,1,0,0,0,15
2484,문정역 1번출구,송파구,37.48669815,127.1224442,0,2,0,284,210.74,15
2485,서울방이동 고분군,송파구,37.50786591,127.1169891,1,1,0,0,183.95,12
2486,배명고등학교,송파구,37.49741364,127.0963059,0,0,2,27,143.825,15
2487,석촌고분역 2번 출구,송파구,37.50264359,127.0973969,2,1,0,187,212.17,9
2488,송파학사 옆,송파구,37.47817993,127.1471024,0,0,0,0,0,20
2489,위례포레샤인아파트 2318동,송파구,37.477211,127.1371765,0,1,0,0,0,10
2490,잠실새내역 1번출구,송파구,37.51129532,127.0867386,2,2,0,0,0,21
2491, 아시아지하보도 14번 출구,송파구,37.51146317,127.0788117,1,4,0,124,260.915,15
2492,석촌역 8번출구,송파구,37.50550461,127.106575,2,2,0,82,252.22,18
2493,송파역 4번출구,송파구,37.50004959,127.1115112,4,7,0,52,157.99,15
2494,마천동 성내천 쉼터,송파구,37.50149536,127.1477814,0,1,0,430,179.21,12
2495,풍납중학교 측면,송파구,37.52515793,127.1169434,0,1,0,0,0,10
2496, 성내5교,송파구,37.50166702,127.1377411,0,0,0,0,0,10
2497,잠실나들목2(엘스아파트136동),송파구,37.51621246,127.084343,0,0,0,0,0,10
2498,레이크펠리스101동앞,송파구,37.50775909,127.0912933,0,1,0,0,174.59,15
2499,잠실 자전거 수리센터 앞,송파구,37.51156998,127.1010742,0,2,0,0,0,15
2500,헬리오시티 112동 앞,송파구,37.49469757,127.1046448,0,1,0,812,0,30
2501,오금공원사거리2,송파구,37.50544357,127.1323319,0,2,0,36,159.19,10
2502,위례22단지 2208동 다리앞,송파구,37.47854996,127.1381378,0,1,1,661,0,7
2503,경찰병원역 3번출구 앞,송파구,37.49577332,127.1245804,0,1,0,195,220.95,20
2504,송파 레미니스1단지 102동 앞,송파구,37.50883102,127.1342621,0,0,0,16,224.65,41
2505,올림픽공원사거리(선수촌아파트),송파구,37.51202011,127.1286469,0,0,0,0,0,25
2506,올림픽선수촌아파트 136동 앞,송파구,37.50997543,127.1336975,0,0,0,0,0,10
2507,송이공원,송파구,37.50057983,127.1188431,1,0,1,0,0,20
2508,풍납동 아이파크 107동 앞,송파구,37.52480316,127.1146393,1,3,0,201,231.5,10
2509,송파 파인타운 11단지,송파구,37.47916031,127.1321945,1,3,0,518,0,10
2510,가락몰 업무동,송파구,37.49535751,127.1156921,1,2,0,0,0,10
2511,서울친환경유통센터,송파구,37.49416733,127.1045303,0,1,0,0,0,10
2512, 가락2동주민센터 인근,송파구,37.49917603,127.1258926,1,2,0,68,215.39,10
2513, 올림픽훼미리아파트 112동 앞,송파구,37.48807144,127.1186371,0,0,0,362,0,8
2514, 한양3차아파트 3동 앞,송파구,37.50585175,127.1219406,0,1,0,98,0,7
2515, 가락중학교 앞,송파구,37.50223541,127.1172867,0,2,0,99,94.51,8
2516, 방이역 2번 출구,송파구,37.50801468,127.125946,1,4,0,233,0,10
2517, 올림픽공원 북2문,송파구,37.52357483,127.1280441,0,0,0,0,0,10
2518, 건영아파트앞 사거리,송파구,37.48245621,127.1246033,0,2,0,562,216.68,10
2519, 한림연예예술고등학교,송파구,37.48488998,127.1327057,1,2,0,0,0,10
2520, 가락1동주민센터,송파구,37.49650955,127.1103287,0,1,0,678,55.09,15
2521, 가락쌍용2차아파트 103동,송파구,37.50226974,127.1219559,1,2,0,321,0,7
2522, 거여동 어울림아파트 102동앞,송파구,37.49198532,127.1437302,0,2,0,623,179.63,10
2523, 송파파크데일 1단지 115동 건너편,송파구,37.49763107,127.159668,0,0,0,0,0,10
2524, 마천금호어울림 1차 102동앞,송파구,37.49808884,127.1542969,1,3,0,228.5,98.82,10
2525, 가락현대 1차 11동 앞,송파구,37.49146652,127.1266403,1,0,0,109.5,144.91,10
2526, 송파파인타운 4단지 403동,송파구,37.48174286,127.1287842,2,0,1,109,126.81,10
2527, 문정근린공원2,송파구,37.4861145,127.1266708,0,1,0,339,173.76,10
2528, 문정중학교,송파구,37.48827362,127.1306839,0,2,1,7,95.64,10
2529, 가락시장 남1문 사거리,송파구,37.49201584,127.1174545,1,3,0,0,0,10
2530, 올림픽공원 북2문 2,송파구,37.52397537,127.1275101,0,0,0,0,0,10
2531, 잠실나들목4,송파구,37.51632309,127.084343,0,0,0,0,0,10
2532, 삼성SDS,송파구,37.51633835,127.0998535,1,1,0,0,799.96,10
2533, 잠실나루역4번출구뒤,송파구,37.52080917,127.1036224,2,1,0,0,0,10
2534, 잠실나루역 고가하부,송파구,37.51988602,127.1043396,0,0,0,0,0,10
2535, 홈플러스 잠실점,송파구,37.51613998,127.103508,1,0,0,0,594.99,10
2536, 문현중고등학교 사이,송파구,37.48051071,127.128624,1,2,2,0,0,10
2537, 송파파인타운 10단지 1005동,송파구,37.4777832,127.1320572,0,0,0,212,0,10
2538, 장지역 1번출구,송파구,37.47953415,127.1267853,0,3,0,0,0,10
2539, 마천사거리 2,송파구,37.49900436,127.1469421,0,2,0,155,205.54,10
2540, 잠실 파크리오 120동 앞,송파구,37.51921082,127.1079407,0,2,0,876,0,10
2541, 아시아선수촌아파트 교차로,송파구,37.50679016,127.0792694,0,0,0,71,221.24,10
2542, 세양청마루 101동 앞,송파구,37.49236679,127.1365509,0,2,0,41,398.8,10
2543, 풍납나들목,송파구,37.52865219,127.1086655,0,0,0,0,0,10
2544, 서울복합물류 게이트 1,송파구,37.47600174,127.1231003,0,0,0,0,0,10
2545, 가락시장역 2번 출구,송파구,37.492733,127.1179886,0,3,0,0,0,10
2546, 거여5단지 503동 앞,송파구,37.48933029,127.1460495,0,0,0,366,235.13,10
2547, 올림픽공원 서1문 앞,송파구,37.5202179,127.1145706,0,3,0,0,190.37,10
2548, 올림픽공원 장미광장,송파구,37.51275635,127.126297,0,2,0,0,0,15
2549, 위례중앙푸르지오 201동 앞,송파구,37.47434616,127.1432648,0,1,0,238,0,15
2550, 위례 포레샤인 1809동 부근,송파구,37.48687744,127.1526947,0,2,0,500,0,15
2551, 위례포레샤인 2310동 부근,송파구,37.4745636,127.136795,0,0,0,0,0,10
2552, 아산병원 기숙사 부근,송파구,37.52478027,127.1091309,0,1,0,0,0,10
2553, 잠실나루 나들목,송파구,37.52148438,127.1002808,0,0,0,434,0,15
2554, 성내교 남단,송파구,37.52301788,127.1158829,0,1,0,0,0,10
2555, 잠실나들목5,송파구,37.5164032,127.0776138,0,0,0,0,0,7
2556, 송파사거리,송파구,37.50205612,127.1105499,4,0,0,85,198.22,10
2557, 한성백제역 1번출구 뒤,송파구,37.51647949,127.1149826,1,2,0,0,612.79,5
2558, 가락대림아파트 앞,송파구,37.5000267,127.1184311,0,2,0,397,155.88,10
2559, 석촌호수 서호 남단,송파구,37.50717163,127.1012421,0,0,0,103,260.16,10
2560, 몽촌토성역 3번 출구,송파구,37.5170784,127.1123276,0,2,0,73,443.74,10
2561, 오금동 대림아파트 정문,송파구,37.51072693,127.1304016,0,2,0,178,265.51,7
2562, 잠실나들목6,송파구,37.51629639,127.08461,0,0,0,0,0,9
2563, 개롱역 3번 출구 뒤,송파구,37.49806213,127.134613,1,2,0,119,164.22,7
2564, 개롱역사거리 2번 출구,송파구,37.49827194,127.1348648,1,2,0,119,164.22,7
2565, 탄천1교 하부보도,송파구,37.50117111,127.0851669,1,0,0,20,214.94,10
2566, 위례포레샤인13단지,송파구,37.4826355,127.1399231,0,1,0,0,0,4
2567, 삼전동주민센터 앞,송파구,37.50291443,127.0925369,1,0,0,86.5,90.49,5
2568, 마천청소년센터,송파구,37.49222183,127.1565933,1,2,0,259,165.27,5
2569, 송파청소년센터,송파구,37.48995972,127.1119614,1,1,0,196,50.03,9
2570, 거여동사거리 송파둘레길 입구,송파구,37.49535751,127.139473,0,0,0,0,0,5
2571, 위례포레샤인18단지 1802동,송파구,37.48868561,127.1522675,0,2,0,213,0,5
2572, 위례포레샤인18단지 1812동,송파구,37.48714828,127.1532822,0,2,0,99.5,0,10
2573, H비즈니스파크,송파구,37.48352432,127.1168366,0,0,0,0,0,16
2574, 가든파이브 리빙관,송파구,37.47709656,127.123703,0,0,0,0,0,8
2575, 배명고등학교 건너편,송파구,37.49793243,127.096756,0,0,2,27,143.825,6
2576, 호돌이상가,송파구,37.48633575,127.1137466,0,2,0,0,0,6
2577, 둔촌오륜역 2번출구,송파구,37.51869202,127.139061,0,1,0,0,0,10
2578, 마천역 1번 출구 인근②,송파구,37.49459076,127.1510925,4,1,0,345,199.09,14
2579, 위례포레샤인17단지 위례대로 방면,송파구,37.48455429,127.1491928,0,2,0,0,0,10
2580, 성내유수지 체육공원,송파구,37.52597046,127.1182098,0,4,0,0,0,18
2581, 문정법조단지12,송파구,37.48639297,127.1148377,1,2,0,0,597.31,6
2582, 위례포레샤인15단지 상가,송파구,37.48641586,127.1420593,1,1,0,0,0,6
2583, 위례포레샤인15단지,송파구,37.48688889,127.1416931,1,2,0,0,0,10
2584, 잠실주공5단지1,송파구,37.51633453,127.0938034,0,0,0,0,0,15
2585, 송파여성축구장,송파구,37.52471542,127.1174393,0,1,0,0,0,10
2586, 풍납백제문화공원 옆 인근,송파구,37.53488159,127.1152268,0,0,0,322,152.98,6
2587, 호반써밋,송파구,37.48294449,127.1404419,0,1,0,0,0,9
2588, 풍납사거리 성내유수지,송파구,37.52765274,127.1193008,0,0,0,0,0,8
2589, 극동아파트,송파구,37.52618027,127.1167603,0,0,0,0,0,10
2590, 올림픽선수기자촌아파트 123동 근처,송파구,37.51064301,127.1316757,0,2,0,162,0,10
